domain,problem,heuristic,recursionLevel,searchTimeM,planLengthM,expandedStatesM,expandedStatesGlobalM,expandedStatesLocalM,searchMessagesM,heuristicRequestMessagesM,heuristicReplyMessagesM,totalMessagesM,globalSearchTimeM,localSearchTimeM,globalHeuristicTimeM,localHeuristicTimeM,otherHeuristicTimeM
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-7-0.pddl,PPsaFF-sync,-1,   1101.0, 43.0,    714.0,     0.0,      0.0,    212.0,   4243.6,   4244.0,    8699.6,    87.20,    0.0,    476.1,      0.0,   208.7
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-8-0.pddl,FF, 0,   1195.7, 42.1,   2524.6,     0.0,      0.0,    813.0,      0.0,      0.0,     813.0,    68.70,    0.0,   1396.7,      0.0,    11.3
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-8-0.pddl,PPsaFF-glcl,-1,   2006.7, 45.7,   4402.0,   178.6,   4223.4,   1352.3,   1889.0,   1888.6,    5129.9,     3.50,  112.8,     91.7,   1163.6,    22.1
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-8-0.pddl,PPsaFF-sync,-1,   1285.9, 44.6,    651.5,     0.0,      0.0,    218.0,   3880.8,   3880.4,    7979.2,    90.20,    0.0,    435.2,      0.0,   204.5
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-8-1.pddl,FF, 0,   1808.3, 69.3,   6592.6,     0.0,      0.0,   1802.1,      0.0,      0.0,    1802.1,   145.30,    0.0,   1769.7,      0.0,    21.0
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-8-1.pddl,PPsaFF-glcl,-1,   2153.2, 69.8,   4510.5,   173.0,   4338.1,   1140.7,   2128.1,   2128.5,    5397.3,     3.30,  108.2,     92.4,   1112.0,    21.4
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-8-1.pddl,PPsaFF-sync,-1,   1729.2, 56.4,    636.8,     0.0,      0.0,    229.4,   4840.0,   4839.8,    9909.2,   106.90,    0.0,    460.1,      0.0,   199.3
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-9-0.pddl,FF, 0,   1425.0, 47.5,   2408.0,     0.0,      0.0,    653.5,      0.0,      0.0,     653.5,    70.40,    0.0,   1337.0,      0.0,    10.7
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-9-0.pddl,PPsaFF-glcl,-1,   1721.2, 50.2,   2533.1,   166.5,   2366.8,    658.2,   1371.2,   1371.1,    3400.5,     3.50,   79.9,     89.2,    939.8,    14.6
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-9-0.pddl,PPsaFF-sync,-1,   1111.8, 42.0,    542.2,     0.0,      0.0,    178.9,   2923.6,   2924.5,    6027.0,    76.00,    0.0,    398.3,      0.0,   161.9
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-9-1.pddl,FF, 0,   1035.9, 41.9,   2049.8,     0.0,      0.0,    553.4,      0.0,      0.0,     553.4,    59.90,    0.0,   1371.9,      0.0,    10.2
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-9-1.pddl,PPsaFF-glcl,-1,   1206.2, 50.7,   3956.5,   232.6,   3724.3,   1005.3,   2090.6,   2090.8,    5186.7,     4.20,   98.5,     93.9,    810.0,    17.8
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-9-1.pddl,PPsaFF-sync,-1,    910.9, 41.8,   1048.8,     0.0,      0.0,    320.1,   5184.6,   5184.9,   10689.6,   119.50,    0.0,    517.8,      0.0,   195.4
benchmarks/openstacks,benchmarks/openstacks/p01.pddl,FF, 0,    104.0, 18.2,    129.4,     0.0,      0.0,     99.8,      0.0,      0.0,      99.8,     7.80,    0.0,     92.6,      0.0,     5.2
benchmarks/openstacks,benchmarks/openstacks/p01.pddl,PPsaFF-glcl,-1,     97.7, 18.7,    282.0,   106.7,    175.4,    196.6,    105.7,    105.7,     408.0,     3.43,    6.6,     44.6,     66.3,     1.7
benchmarks/openstacks,benchmarks/openstacks/p01.pddl,PPsaFF-sync,-1,     60.6, 18.3,     81.4,     0.0,      0.0,     55.9,     78.7,     78.7,     213.3,     9.57,    0.0,     56.9,      0.0,     3.3
benchmarks/openstacks,benchmarks/openstacks/p02.pddl,FF, 0,     76.4, 18.8,    125.2,     0.0,      0.0,     84.0,      0.0,      0.0,      84.0,     7.60,    0.0,     88.8,      0.0,     4.8
benchmarks/openstacks,benchmarks/openstacks/p02.pddl,PPsaFF-glcl,-1,     98.4, 19.3,    289.0,   109.6,    179.6,    199.0,    108.4,    108.7,     416.1,     3.29,    8.0,     46.9,     62.3,     1.7
benchmarks/openstacks,benchmarks/openstacks/p02.pddl,PPsaFF-sync,-1,     60.6, 18.0,     80.1,     0.0,      0.0,     54.9,     77.7,     77.7,     210.3,     9.43,    0.0,     57.6,      0.0,     4.3
benchmarks/openstacks,benchmarks/openstacks/p03.pddl,FF, 0,    142.8, 18.6,    347.2,     0.0,      0.0,    211.2,      0.0,      0.0,     211.2,    11.80,    0.0,    130.0,      0.0,     8.0
benchmarks/openstacks,benchmarks/openstacks/p03.pddl,PPsaFF-glcl,-1,     94.1, 19.3,    264.4,    95.9,    168.9,    180.6,     95.6,     95.6,     371.7,     2.14,    6.6,     45.7,     66.3,     1.6
benchmarks/openstacks,benchmarks/openstacks/p03.pddl,PPsaFF-sync,-1,     58.0, 18.0,     75.6,     0.0,      0.0,     53.6,     73.1,     73.1,     199.9,    10.00,    0.0,     58.7,      0.0,     2.1
benchmarks/openstacks,benchmarks/openstacks/p04.pddl,FF, 0,    526.6, 38.0,    323.0,     0.0,      0.0,    262.0,      0.0,      0.0,     262.0,    11.20,    0.0,    696.0,      0.0,     6.2
benchmarks/openstacks,benchmarks/openstacks/p04.pddl,PPsaFF-glcl,-1,    373.0, 35.6,    782.4,   291.1,    491.4,    584.7,    290.0,    289.9,    1164.6,     6.71,   17.3,    174.4,    286.0,     3.7
benchmarks/openstacks,benchmarks/openstacks/p04.pddl,PPsaFF-sync,-1,    383.0, 37.0,    189.1,     0.0,      0.0,    133.3,    186.3,    186.3,     505.9,    16.57,    0.0,    481.1,      0.0,    10.4
benchmarks/openstacks,benchmarks/openstacks/p05.pddl,FF, 0,    886.0, 37.6,   3313.2,     0.0,      0.0,   2090.4,      0.0,      0.0,    2090.4,    58.60,    0.0,   1194.2,      0.0,     9.8
benchmarks/openstacks,benchmarks/openstacks/p05.pddl,PPsaFF-glcl,-1,    358.1, 35.4,    690.0,   266.1,    424.0,    517.1,    264.1,    264.4,    1045.7,     7.00,   12.7,    177.0,    272.6,     3.6
benchmarks/openstacks,benchmarks/openstacks/p05.pddl,PPsaFF-sync,-1,    384.1, 37.0,    187.6,     0.0,      0.0,    131.1,    184.3,    184.4,     499.9,    16.29,    0.0,    482.3,      0.0,    12.3
benchmarks/openstacks,benchmarks/openstacks/p06.pddl,FF, 0,    506.4, 37.6,    266.4,     0.0,      0.0,    210.0,      0.0,      0.0,     210.0,    10.00,    0.0,    758.2,      0.0,     4.2
benchmarks/openstacks,benchmarks/openstacks/p06.pddl,PPsaFF-glcl,-1,  16974.1, 37.3, 330240.4,180380.7, 149900.0, 182937.9, 171609.6, 171543.6,  526091.0,   783.57, 1182.6,   8426.6,   6785.1,   649.0
benchmarks/openstacks,benchmarks/openstacks/p06.pddl,PPsaFF-sync,-1,    384.3, 37.1,    188.3,     0.0,      0.0,    132.3,    184.6,    184.6,     501.4,    16.14,    0.0,    478.0,      0.0,    10.6
benchmarks/openstacks,benchmarks/openstacks/p07.pddl,FF, 0,    373.0, 56.0,    459.3,     0.0,      0.0,    360.7,      0.0,      0.0,     360.7,    16.33,    0.0,    531.7,      0.0,     1.3
benchmarks/openstacks,benchmarks/openstacks/p07.pddl,PPsaFF-glcl,-1, 108670.7, 55.7,1325167.6,725914.6, 599315.9, 728678.9, 656379.4, 656348.0, 2041406.3,  3726.43, 4635.6,  59392.1,  51607.4,  4273.0
benchmarks/openstacks,benchmarks/openstacks/p07.pddl,PPsaFF-sync,-1,  41579.4, 55.9, 351104.1,     0.0,      0.0, 193877.6, 311529.6, 311550.6,  816957.7,  6710.14,    0.0,  37243.4,      0.0,  4194.1
benchmarks/openstacks,benchmarks/openstacks/p08.pddl,FF, 0,    703.0, 60.0,    518.0,     0.0,      0.0,    405.0,      0.0,      0.0,     405.0,    21.00,    0.0,    848.0,      0.0,     1.0
benchmarks/openstacks,benchmarks/openstacks/p08.pddl,PPsaFF-glcl,-1,  37229.2, 55.8, 454400.0,277154.2, 177269.7, 249671.3, 203061.8, 203066.2,  655799.3,  1323.17, 2357.3,  23587.2,  16448.2,  1185.2
benchmarks/openstacks,benchmarks/openstacks/p08.pddl,PPsaFF-sync,-1,  25052.9, 53.9, 214941.7,     0.0,      0.0, 119181.0, 185397.6, 185375.0,  489953.6,  3865.86,    0.0,  22225.0,      0.0,  2562.9
benchmarks/openstacks,benchmarks/openstacks/p09.pddl,FF, 0,  14747.0, 55.0, 189896.3,     0.0,      0.0, 107097.3,      0.0,      0.0,  107097.3,  1190.00,    0.0,  22072.0,      0.0,   769.7
benchmarks/openstacks,benchmarks/openstacks/p09.pddl,PPsaFF-glcl,-1, 129791.6, 56.0,1615910.0,904383.0, 711620.7, 866858.4, 792982.3, 792827.6, 2452668.3,  5090.00, 5810.0,  73740.1,  60638.9,  5069.6
benchmarks/openstacks,benchmarks/openstacks/p09.pddl,PPsaFF-sync,-1,   3652.0, 54.3,  29539.0,     0.0,      0.0,  18475.9,  18916.1,  18916.7,   56308.7,   789.71,    0.0,   3513.7,      0.0,   483.0
benchmarks/openstacks,benchmarks/openstacks/p10.pddl,FF, 0, 200624.3, 73.0,1688307.0,     0.0,      0.0, 984378.0,      0.0,      0.0,  984378.0, 10381.33,    0.0, 278279.3,      0.0,  5991.7
benchmarks/openstacks,benchmarks/openstacks/p10.pddl,PPsaFF-glcl,-1,    648.0, 79.0,   1864.0,   470.5,   1394.0,   1540.0,    470.0,    470.5,    2480.5,     2.50,   26.0,    250.5,    633.5,     7.5
benchmarks/openstacks,benchmarks/openstacks/p10.pddl,PPsaFF-sync,-1,  12301.8, 76.3,  78001.2,     0.0,      0.0,  48183.0,  50195.0,  50194.7,  148572.7,  2935.83,    0.0,  12408.5,      0.0,  1618.2
benchmarks/openstacks,benchmarks/openstacks/p11.pddl,PPsaFF-glcl,-1,    738.0, 75.0,   2520.0,   720.0,   1800.0,   2076.0,    719.0,    720.0,    3515.0,     5.50,   28.0,    282.5,    729.0,     4.0
benchmarks/openstacks,benchmarks/openstacks/p11.pddl,PPsaFF-sync,-1,   6109.3, 76.5,  37075.7,     0.0,      0.0,  22563.7,  24492.7,  24490.8,   71547.2,  1478.50,    0.0,   6172.3,      0.0,   743.2
benchmarks/openstacks,benchmarks/openstacks/p12.pddl,FF, 0, 415204.5, 79.0,3738120.5,     0.0,      0.0,2237386.0,      0.0,      0.0, 2237386.0, 31765.00,    0.0, 668480.0,      0.0,  6654.5
benchmarks/openstacks,benchmarks/openstacks/p12.pddl,PPsaFF-glcl,-1,   1606.5, 78.0,   9627.5,  4462.5,   5165.0,   6675.5,   2874.0,   2875.0,   12424.5,    20.50,   49.0,    871.5,   1298.5,    17.0
benchmarks/openstacks,benchmarks/openstacks/p12.pddl,PPsaFF-sync,-1,  11854.7, 79.0,  74054.3,     0.0,      0.0,  45887.7,  47248.3,  47244.2,  140380.2,  2860.50,    0.0,  12026.7,      0.0,  1587.7
benchmarks/openstacks,benchmarks/openstacks/p13.pddl,FF, 0,   2371.0,105.8,   3970.2,     0.0,      0.0,   3656.5,      0.0,      0.0,    3656.5,    46.00,    0.0,   3429.8,      0.0,     9.8
benchmarks/openstacks,benchmarks/openstacks/p13.pddl,PPsaFF-glcl,-1,   2491.1,108.9,   6557.4,  1598.1,   4959.6,   5464.6,   1597.6,   1598.1,    8660.3,    10.86,   49.1,    821.1,   2788.6,     9.0
benchmarks/openstacks,benchmarks/openstacks/p13.pddl,PPsaFF-sync,-1,   1872.7,112.3,   4066.6,     0.0,      0.0,   2961.4,   2202.4,   2202.6,    7366.4,   258.71,    0.0,   2129.4,      0.0,   152.9
benchmarks/openstacks,benchmarks/openstacks/p14.pddl,FF, 0,   2388.5,102.0,   4011.5,     0.0,      0.0,   3493.0,      0.0,      0.0,    3493.0,    65.00,    0.0,   3369.0,      0.0,     6.5
benchmarks/openstacks,benchmarks/openstacks/p14.pddl,PPsaFF-glcl,-1,  14134.4,112.4,  61257.6, 37720.7,  23537.7,  44040.0,  15149.1,  15149.6,   74338.7,   176.86,  224.0,  11788.0,   9302.4,    79.9
benchmarks/openstacks,benchmarks/openstacks/p14.pddl,PPsaFF-sync,-1,   9322.4,112.0,  29397.1,     0.0,      0.0,  18578.0,  18394.1,  18393.4,   55365.6,  1822.57,    0.0,  10439.6,      0.0,   980.4
benchmarks/openstacks,benchmarks/openstacks/p15.pddl,FF, 0, 152608.5,110.0, 270704.5,     0.0,      0.0, 190406.0,      0.0,      0.0,  190406.0,  3885.50,    0.0, 276994.0,      0.0,   584.5
benchmarks/openstacks,benchmarks/openstacks/p15.pddl,PPsaFF-glcl,-1,   1907.9,111.1,   4660.9,   983.0,   3678.3,   3881.0,    982.4,    983.0,    5846.4,     7.86,   44.1,    608.0,   2201.9,     7.6
benchmarks/openstacks,benchmarks/openstacks/p15.pddl,PPsaFF-sync,-1,    977.7,110.6,    895.3,     0.0,      0.0,    747.0,    884.9,    885.4,    2517.3,    39.71,    0.0,   1044.4,      0.0,    52.3
benchmarks/openstacks,benchmarks/openstacks/p16.pddl,FF, 0,  27166.0,149.0,  34696.0,     0.0,      0.0,  32213.7,      0.0,      0.0,   32213.7,   235.67,    0.0,  44569.0,      0.0,    31.3
benchmarks/openstacks,benchmarks/openstacks/p16.pddl,PPsaFF-glcl,-1,   8382.7,147.9,  10893.1,  2175.9,   8718.0,   9395.4,   2172.6,   2172.9,   13740.9,    18.14,   91.1,   2448.4,  10607.6,    12.9
benchmarks/openstacks,benchmarks/openstacks/p16.pddl,PPsaFF-sync,-1,  66577.3,152.0, 111856.2,     0.0,      0.0,  76432.0,  53575.3,  53569.8,  183577.2, 14876.17,    0.0,  79455.3,      0.0,  8035.7
benchmarks/openstacks,benchmarks/openstacks/p17.pddl,FF, 0,  15178.0,155.5,  12375.5,     0.0,      0.0,  11629.5,      0.0,      0.0,   11629.5,   139.00,    0.0,  24335.5,      0.0,    12.0
benchmarks/openstacks,benchmarks/openstacks/p17.pddl,PPsaFF-glcl,-1,  10128.6,150.6,  13648.0,  2930.0,  10718.4,  11998.9,   2923.4,   2924.0,   17846.3,    24.00,  110.6,   3134.0,  12359.3,    14.9
benchmarks/openstacks,benchmarks/openstacks/p17.pddl,PPsaFF-sync,-1,   6342.0,148.4,   7988.4,     0.0,      0.0,   6879.8,   3880.8,   3881.6,   14642.2,   750.80,    0.0,   7260.4,      0.0,   555.8
benchmarks/openstacks,benchmarks/openstacks/p18.pddl,FF, 0,  12707.0,158.0,  10684.0,     0.0,      0.0,  10155.0,      0.0,      0.0,   10155.0,   136.00,    0.0,  19827.0,      0.0,    16.0
benchmarks/openstacks,benchmarks/openstacks/p18.pddl,PPsaFF-glcl,-1,   9337.8,149.0,  13543.2,  2720.5,  10823.2,  11796.7,   2715.5,   2716.3,   17228.5,    17.83,  104.8,   2702.0,  11970.7,    17.2
benchmarks/openstacks,benchmarks/openstacks/p18.pddl,PPsaFF-sync,-1, 139999.4,149.0, 233079.6,     0.0,      0.0, 153078.0, 118835.8, 118834.4,  390748.2, 29322.40,    0.0, 165920.2,      0.0, 16190.0
benchmarks/openstacks,benchmarks/openstacks/p19.pddl,FF, 0, 185471.8,191.8, 136542.5,     0.0,      0.0,  97733.0,      0.0,      0.0,   97733.0,  1652.00,    0.0, 298419.8,      0.0,   233.8
benchmarks/openstacks,benchmarks/openstacks/p19.pddl,PPsaFF-glcl,-1,  30090.2,185.0,  23774.8,  5519.5,  18255.5,  21344.2,   5513.0,   5514.0,   32371.2,    56.00,  201.0,   8503.5,  38499.8,    22.8
benchmarks/openstacks,benchmarks/openstacks/p19.pddl,PPsaFF-sync,-1,  20819.7,192.7,  13175.3,     0.0,      0.0,  12056.0,  12230.0,  12221.7,   36507.7,   501.00,    0.0,  23307.7,      0.0,  1238.3
benchmarks/openstacks,benchmarks/openstacks/p20.pddl,FF, 0,  38618.7,194.7,  23980.0,     0.0,      0.0,  22458.0,      0.0,      0.0,   22458.0,   234.00,    0.0,  65358.0,      0.0,    26.3
benchmarks/openstacks,benchmarks/openstacks/p20.pddl,PPsaFF-glcl,-1, 314376.3,193.3, 241224.7,114821.0, 126405.3, 229722.3,  60698.7,  60699.7,  351120.7,  1018.00, 1577.3, 227542.0, 271687.3,   304.0
benchmarks/openstacks,benchmarks/openstacks/p20.pddl,PPsaFF-sync,-1,  33402.8,190.8,  20368.0,     0.0,      0.0,  18592.0,  20362.8,  20354.2,   59309.0,   374.25,    0.0,  36453.5,      0.0,  2103.5
benchmarks/openstacks,benchmarks/openstacks/p21.pddl,FF, 0,  63978.3,182.0,  49677.7,     0.0,      0.0,  46334.0,      0.0,      0.0,   46334.0,   363.33,    0.0, 105280.3,      0.0,    47.3
benchmarks/openstacks,benchmarks/openstacks/p21.pddl,PPsaFF-glcl,-1, 133919.3,186.8, 123425.2, 66981.5,  56445.0, 113190.0,  20543.5,  20544.8,  154278.3,   469.83,  870.8, 114842.8, 111424.5,   168.3
benchmarks/openstacks,benchmarks/openstacks/p22.pddl,FF, 0, 133595.3,218.3,  47241.0,     0.0,      0.0,  43710.0,      0.0,      0.0,   43710.0,   439.00,    0.0, 219701.7,      0.0,    55.7
benchmarks/openstacks,benchmarks/openstacks/p22.pddl,PPsaFF-glcl,-1,  50206.2,223.8,  21883.5,  3977.0,  17907.5,  18946.2,   3966.2,   3967.2,   26879.5,    43.33,  212.5,  10377.2,  75025.2,    28.7
benchmarks/openstacks,benchmarks/openstacks/p22.pddl,PPsaFF-sync,-1,   9403.0,225.0,   2141.0,     0.0,      0.0,   1796.0,   2113.0,   2113.0,    6022.0,   187.00,    0.0,   9819.0,      0.0,   576.0
benchmarks/openstacks,benchmarks/openstacks/p23.pddl,PPsaFF-glcl,-1,  35730.7,225.3,  13428.0,  1680.0,  11748.0,  10915.7,   1679.0,   1680.0,   14274.7,    18.67,  152.3,   5371.7,  58733.0,    22.3
benchmarks/openstacks,benchmarks/openstacks/p24.pddl,FF, 0, 124929.0,215.0,  34613.0,     0.0,      0.0,  31206.5,      0.0,      0.0,   31206.5,   492.00,    0.0, 221692.5,      0.0,    31.5
benchmarks/openstacks,benchmarks/openstacks/p24.pddl,PPsaFF-glcl,-1, 102679.5,217.8,  41519.2, 12960.0,  28559.2,  33976.2,  12959.2,  12960.2,   59895.8,   118.00,  368.5,  31042.0, 128086.2,    57.0
benchmarks/openstacks,benchmarks/openstacks/p24.pddl,PPsaFF-sync,-1,  35961.0,227.0,  11023.0,     0.0,      0.0,   9139.0,  10984.0,  10982.0,   31105.0,   736.00,    0.0,  37523.0,      0.0,  2198.0
benchmarks/openstacks,benchmarks/openstacks/p25.pddl,FF, 0, 648409.0,306.0, 148386.0,     0.0,      0.0, 142287.0,      0.0,      0.0,  142287.0,  1409.00,    0.0,1091511.0,      0.0,   132.0
benchmarks/openstacks,benchmarks/openstacks/p25.pddl,PPsaFF-glcl,-1, 578619.0,318.0, 152162.0, 30013.0, 122149.0, 142294.0,  30014.0,  30014.0,  202322.0,   324.00, 1443.0, 130609.0, 819413.0,   257.0
benchmarks/openstacks,benchmarks/openstacks/p26.pddl,FF, 0, 168903.0,307.0,  40247.0,     0.0,      0.0,  38483.0,      0.0,      0.0,   38483.0,   386.00,    0.0, 282735.0,      0.0,    36.0
benchmarks/openstacks,benchmarks/openstacks/p26.pddl,PPsaFF-glcl,-1, 852566.7,292.7, 206814.3, 33279.3, 173536.0, 186367.7,  33278.3,  33279.3,  252925.3,   426.00, 2247.3, 152927.3,1293731.3,   263.3
benchmarks/openstacks,benchmarks/openstacks/p27.pddl,PPsaFF-glcl,-1, 253149.0,283.0,  69932.0,  6877.0,  63055.0,  61098.0,   6876.0,   6877.0,   74851.0,    86.00,  762.0,  30987.0, 423974.0,    66.0
benchmarks/openstacks,benchmarks/openstacks/p28.pddl,PPsaFF-glcl,-1,1077254.0,391.0, 129966.0, 14811.0, 115155.0, 122817.0,  14811.0,  14811.0,  152439.0,   199.00, 1742.0, 130577.0,1791771.0,   182.0
benchmarks/openstacks,benchmarks/openstacks/p28.pddl,PPsaFF-sync,-1, 692064.0,377.0,  53147.0,     0.0,      0.0,  52044.0,  53086.0,  53087.0,  158217.0,  5528.00,    0.0, 704190.0,      0.0, 52511.0
benchmarks/openstacks,benchmarks/openstacks/p29.pddl,FF, 0, 730745.0,367.0,  83074.0,     0.0,      0.0,  79184.0,      0.0,      0.0,   79184.0,   868.00,    0.0,1304412.0,      0.0,    90.0
benchmarks/openstacks,benchmarks/openstacks/p29.pddl,PPsaFF-sync,-1,1009864.0,376.0,  88986.0,     0.0,      0.0,  82106.0,  75402.0,  75403.0,  232911.0, 21612.00,    0.0,1085959.0,      0.0, 76493.0
benchmarks/openstacks,benchmarks/openstacks/p30.pddl,PPsaFF-sync,-1, 894992.0,390.0,  74511.0,     0.0,      0.0,  73179.0,  74458.0,  74459.0,  222096.0,  4887.00,    0.0, 898183.0,      0.0, 66602.0
benchmarks/rovers,benchmarks/rovers/p01.pddl,FF, 0,     23.5, 10.0,     22.0,     0.0,      0.0,      0.0,      0.0,      0.0,       0.0,     4.50,    0.0,     17.3,      0.0,     0.1
benchmarks/rovers,benchmarks/rovers/p01.pddl,PPsaFF-glcl,-1,     20.6, 10.0,     22.0,    22.0,      0.0,      0.0,      0.0,      0.0,       0.0,     2.80,    0.0,     16.0,      0.0,     0.2
benchmarks/rovers,benchmarks/rovers/p01.pddl,PPsaFF-sync,-1,     19.8, 10.0,     22.0,     0.0,      0.0,      0.0,      0.0,      0.0,       0.0,     3.80,    0.0,     15.3,      0.0,     0.0
benchmarks/rovers,benchmarks/rovers/p02.pddl,FF, 0,     19.1, 10.0,     22.0,     0.0,      0.0,      0.0,      0.0,      0.0,       0.0,     4.20,    0.0,     13.3,      0.0,     0.4
benchmarks/rovers,benchmarks/rovers/p02.pddl,PPsaFF-glcl,-1,     16.4, 10.0,     22.0,    22.0,      0.0,      0.0,      0.0,      0.0,       0.0,     3.00,    0.3,     11.4,      0.0,     0.1
benchmarks/rovers,benchmarks/rovers/p02.pddl,PPsaFF-sync,-1,     16.0, 10.0,     22.0,     0.0,      0.0,      0.0,      0.0,      0.0,       0.0,     3.30,    0.0,     11.9,      0.0,     0.2
benchmarks/rovers,benchmarks/rovers/p03.pddl,FF, 0,     89.7, 15.4,    101.9,     0.0,      0.0,     13.6,      0.0,      0.0,      13.6,    10.00,    0.0,     62.7,      0.0,     1.7
benchmarks/rovers,benchmarks/rovers/p03.pddl,PPsaFF-glcl,-1,     42.4, 13.9,    139.2,    64.4,     74.8,     24.6,     43.8,     43.9,     112.3,     4.20,    4.2,     24.8,     20.4,     1.0
benchmarks/rovers,benchmarks/rovers/p03.pddl,PPsaFF-sync,-1,     64.6, 14.5,     58.2,     0.0,      0.0,      9.7,     55.0,     54.8,     119.5,     6.40,    0.0,     35.3,      0.0,     4.9
benchmarks/rovers,benchmarks/rovers/p04.pddl,FF, 0,     59.2, 11.7,     55.6,     0.0,      0.0,      8.2,      0.0,      0.0,       8.2,     5.50,    0.0,     47.9,      0.0,     3.4
benchmarks/rovers,benchmarks/rovers/p04.pddl,PPsaFF-glcl,-1,     32.0,  8.0,     73.1,    32.7,     40.4,     12.9,     31.7,     31.7,      76.3,     1.10,    4.0,     15.1,     15.8,     2.0
benchmarks/rovers,benchmarks/rovers/p04.pddl,PPsaFF-sync,-1,     52.8,  9.6,     46.3,     0.0,      0.0,     11.2,     39.5,     39.5,      90.2,     6.90,    0.0,     29.4,      0.0,     3.9
benchmarks/rovers,benchmarks/rovers/p05.pddl,FF, 0,    173.6, 29.6,    312.0,     0.0,      0.0,     15.4,      0.0,      0.0,      15.4,    17.90,    0.0,    196.4,      0.0,     4.3
benchmarks/rovers,benchmarks/rovers/p05.pddl,PPsaFF-glcl,-1,    482.3, 24.5,    393.7,   178.2,    215.8,     24.2,    173.4,    173.6,     371.2,     7.50,    9.9,    109.4,    166.7,     2.7
benchmarks/rovers,benchmarks/rovers/p05.pddl,PPsaFF-sync,-1,    150.0, 25.0,    145.0,     0.0,      0.0,     10.0,    144.8,    144.9,     299.7,    11.70,    0.0,    140.7,      0.0,     9.0
benchmarks/rovers,benchmarks/rovers/p06.pddl,FF, 0,    661.5, 40.8,   1566.8,     0.0,      0.0,     29.7,      0.0,      0.0,      29.7,    77.90,    0.0,    414.7,      0.0,    11.0
benchmarks/rovers,benchmarks/rovers/p06.pddl,PPsaFF-glcl,-1,    580.2, 40.9,    585.5,   295.8,    289.8,     34.7,    242.9,    242.9,     520.5,    12.10,   10.5,    195.0,    253.5,     4.2
benchmarks/rovers,benchmarks/rovers/p06.pddl,PPsaFF-sync,-1,    740.4, 44.4,    270.2,     0.0,      0.0,     11.6,    230.4,    230.6,     472.6,    50.10,    0.0,    388.5,      0.0,    22.6
benchmarks/rovers,benchmarks/rovers/p07.pddl,FF, 0,    140.3, 28.0,    254.0,     0.0,      0.0,     24.7,      0.0,      0.0,      24.7,    14.70,    0.0,    176.4,      0.0,     2.8
benchmarks/rovers,benchmarks/rovers/p07.pddl,PPsaFF-glcl,-1,    521.5, 26.9,   1050.3,   316.8,    734.0,    137.1,    491.1,    491.2,    1119.4,     8.80,   31.4,    143.8,    353.0,     9.7
benchmarks/rovers,benchmarks/rovers/p07.pddl,PPsaFF-sync,-1,    455.2, 26.3,    313.4,     0.0,      0.0,     48.9,    487.0,    487.2,    1023.1,    62.00,    0.0,    301.4,      0.0,    34.6
benchmarks/rovers,benchmarks/rovers/p08.pddl,FF, 0,    470.2, 37.9,    430.8,     0.0,      0.0,     38.7,      0.0,      0.0,      38.7,    28.60,    0.0,    533.6,      0.0,     3.0
benchmarks/rovers,benchmarks/rovers/p08.pddl,PPsaFF-glcl,-1,    901.0, 37.5,   1094.5,   222.7,    872.0,    144.7,    661.7,    661.8,    1468.2,     5.90,   40.3,    162.6,    644.2,    10.1
benchmarks/rovers,benchmarks/rovers/p08.pddl,PPsaFF-sync,-1,    824.2, 39.7,   1188.0,     0.0,      0.0,    205.9,   2523.8,   2524.7,    5254.4,   188.30,    0.0,    587.4,      0.0,    70.1
benchmarks/rovers,benchmarks/rovers/p09.pddl,FF, 0,   1085.2, 45.0,    934.2,     0.0,      0.0,     48.1,      0.0,      0.0,      48.1,    52.50,    0.0,   1031.8,      0.0,     5.7
benchmarks/rovers,benchmarks/rovers/p09.pddl,PPsaFF-glcl,-1,   1060.2, 38.8,   2894.2,   693.2,   2201.6,    175.6,   1345.4,   1345.2,    2866.2,    20.20,   72.9,    226.8,    735.4,    16.4
benchmarks/rovers,benchmarks/rovers/p09.pddl,PPsaFF-sync,-1,    717.6, 42.0,    961.2,     0.0,      0.0,     89.9,   1693.5,   1693.5,    3476.9,   185.80,    0.0,    540.8,      0.0,    72.8
benchmarks/rovers,benchmarks/rovers/p10.pddl,FF, 0,   1141.4, 49.9,    750.7,     0.0,      0.0,     55.3,      0.0,      0.0,      55.3,    43.30,    0.0,   1217.8,      0.0,     4.4
benchmarks/rovers,benchmarks/rovers/p10.pddl,PPsaFF-glcl,-1,    607.4, 45.3,   1373.1,   290.7,   1082.0,    168.6,    659.5,    659.8,    1487.9,     6.90,   47.7,    119.5,    427.9,     9.4
