domain,problem,heuristic,recursionLevel,searchTimeM,planLengthM,expandedStatesM,expandedStatesGlobalM,expandedStatesLocalM,searchMessagesM,heuristicRequestMessagesM,heuristicReplyMessagesM,totalMessagesM,globalSearchTimeM,localSearchTimeM,globalHeuristicTimeM,localHeuristicTimeM,otherHeuristicTimeM
benchmarks/elevators08,benchmarks/elevators08/p06.pddl,PPsaFF-sync,-1,   1664.6, 68.8,   1800.7,     0.0,      0.0,    595.6,  11992.9,  11992.9,   24581.4,   177.20,    0.0,    738.7,      0.0,   286.3
benchmarks/elevators08,benchmarks/elevators08/p07.pddl,FF, 0,  48898.1, 86.9, 694532.9,     0.0,      0.0, 232513.0,      0.0,      0.0,  232513.0,  3875.60,    0.0,  44849.4,      0.0,  1043.0
benchmarks/elevators08,benchmarks/elevators08/p07.pddl,PPsaFF-glcl,-1,   3298.1, 78.7,  17532.4,  1431.4,  16106.3,   4733.0,  11907.0,  11906.4,   28546.4,    12.50,  189.1,    255.6,   2164.2,    34.2
benchmarks/elevators08,benchmarks/elevators08/p07.pddl,PPsaFF-sync,-1,   1913.3, 82.0,   1974.8,     0.0,      0.0,    627.8,  14105.7,  14108.4,   28841.9,   211.20,    0.0,    797.6,      0.0,   265.2
benchmarks/elevators08,benchmarks/elevators08/p08.pddl,FF, 0,   9195.3, 80.4, 125397.1,     0.0,      0.0,  28277.9,      0.0,      0.0,   28277.9,   548.60,    0.0,  10686.0,      0.0,   118.7
benchmarks/elevators08,benchmarks/elevators08/p08.pddl,PPsaFF-glcl,-1,   5300.8, 68.4,  59194.5,  5589.5,  53617.7,  17059.9,  36197.6,  36196.1,   89453.6,    26.20,  353.0,    582.6,   4186.0,    90.9
benchmarks/elevators08,benchmarks/elevators08/p08.pddl,PPsaFF-sync,-1,   8372.9,109.8,  30660.6,     0.0,      0.0,  10035.6, 125019.6, 125028.0,  260083.2,  1656.60,    0.0,   4198.3,      0.0,  1155.4
benchmarks/elevators08,benchmarks/elevators08/p09.pddl,FF, 0,   2383.1, 60.4,   5731.2,     0.0,      0.0,   1899.0,      0.0,      0.0,    1899.0,   101.40,    0.0,   1977.2,      0.0,    13.8
benchmarks/elevators08,benchmarks/elevators08/p09.pddl,PPsaFF-glcl,-1,   2890.7, 64.5,  11510.5,   681.4,  10829.3,   3560.9,   6739.5,   6741.1,   17041.5,     5.20,  134.5,    158.3,   1733.4,    27.2
benchmarks/elevators08,benchmarks/elevators08/p09.pddl,PPsaFF-sync,-1,   2622.9,100.0,   4126.2,     0.0,      0.0,   1660.4,  25667.6,  25670.8,   52998.8,   364.40,    0.0,   1190.4,      0.0,   426.4
benchmarks/elevators08,benchmarks/elevators08/p10.pddl,FF, 0,  18588.2,129.2, 222747.7,     0.0,      0.0,  61954.2,      0.0,      0.0,   61954.2,  1101.10,    0.0,  21277.9,      0.0,   274.7
benchmarks/elevators08,benchmarks/elevators08/p10.pddl,PPsaFF-glcl,-1,   5836.3,112.9,  31861.7,  2303.3,  29559.2,   8411.6,  29005.7,  29004.5,   66421.8,    14.30,  266.0,    331.8,   2969.2,    54.5
benchmarks/elevators08,benchmarks/elevators08/p10.pddl,PPsaFF-sync,-1,   2927.7,140.7,   3967.7,     0.0,      0.0,   1266.4,  42341.5,  42344.8,   85952.7,   319.40,    0.0,   1115.0,      0.0,   410.4
benchmarks/elevators08,benchmarks/elevators08/p11.pddl,FF, 0,   2159.3, 67.7,   5231.7,     0.0,      0.0,    705.3,      0.0,      0.0,     705.3,   108.00,    0.0,   1834.9,      0.0,    17.7
benchmarks/elevators08,benchmarks/elevators08/p11.pddl,PPsaFF-glcl,-1,   2948.8, 66.6,   7841.3,   840.5,   7002.8,   1124.2,   5330.0,   5329.9,   11784.1,    10.80,  118.4,    212.2,   1511.9,    23.1
benchmarks/elevators08,benchmarks/elevators08/p11.pddl,PPsaFF-sync,-1,   1988.6, 75.1,   2237.3,     0.0,      0.0,    417.4,  12274.0,  12275.0,   24966.4,   308.80,    0.0,    939.1,      0.0,   260.6
benchmarks/elevators08,benchmarks/elevators08/p12.pddl,FF, 0,   2740.6, 99.2,   8297.1,     0.0,      0.0,   1769.5,      0.0,      0.0,    1769.5,   140.00,    0.0,   2038.2,      0.0,    51.3
benchmarks/elevators08,benchmarks/elevators08/p12.pddl,PPsaFF-glcl,-1,   3228.0, 80.9,  13481.1,  1081.4,  12402.5,   2916.2,  12650.9,  12652.4,   28219.5,    17.60,  151.0,    237.2,   1522.7,    40.5
benchmarks/elevators08,benchmarks/elevators08/p12.pddl,PPsaFF-sync,-1,   3254.8,110.6,   6684.8,     0.0,      0.0,   1874.0,  40539.9,  40547.0,   82960.9,   674.40,    0.0,   1409.1,      0.0,   349.2
benchmarks/elevators08,benchmarks/elevators08/p13.pddl,FF, 0, 100737.5,133.5,1004567.2,     0.0,      0.0, 192577.5,      0.0,      0.0,  192577.5,  5393.00,    0.0, 112217.0,      0.0,  1314.8
benchmarks/elevators08,benchmarks/elevators08/p13.pddl,PPsaFF-glcl,-1,  14431.4, 99.2,  93576.4,  4059.5,  89523.5,  26343.4,  41669.7,  41671.8,  109684.9,    20.70,  450.3,    641.2,  10390.0,   120.9
benchmarks/elevators08,benchmarks/elevators08/p13.pddl,PPsaFF-sync,-1,   3309.8,104.8,   5421.3,     0.0,      0.0,   1602.3,  32499.8,  32507.6,   66609.7,   544.40,    0.0,   1514.4,      0.0,   415.5
benchmarks/elevators08,benchmarks/elevators08/p14.pddl,FF, 0,  29666.1,158.8, 382861.4,     0.0,      0.0,  77418.7,      0.0,      0.0,   77418.7,  2083.33,    0.0,  53497.3,      0.0,   574.6
benchmarks/elevators08,benchmarks/elevators08/p14.pddl,PPsaFF-glcl,-1,  18530.5,167.4, 153446.8,  7725.8, 145733.9,  33520.8,  94589.5,  94589.7,  222700.0,    36.70,  720.5,   1174.0,  18839.6,   212.2
benchmarks/elevators08,benchmarks/elevators08/p14.pddl,PPsaFF-sync,-1,   6944.6,167.2,   7954.5,     0.0,      0.0,   1785.2,  85862.2,  85879.7,  173527.1,   901.90,    0.0,   2564.1,      0.0,   777.5
benchmarks/elevators08,benchmarks/elevators08/p15.pddl,FF, 0,  62336.2,147.2, 502804.3,     0.0,      0.0, 168969.0,      0.0,      0.0,  168969.0,  2191.67,    0.0,  89291.7,      0.0,   403.7
benchmarks/elevators08,benchmarks/elevators08/p15.pddl,PPsaFF-glcl,-1,  40456.0,142.1, 265229.2,  5648.4, 259581.1,  91417.2,  68427.3,  68423.6,  228268.1,    24.78, 1173.8,   1155.6,  38780.0,   298.7
benchmarks/elevators08,benchmarks/elevators08/p15.pddl,PPsaFF-sync,-1,   7505.0,186.8,  15031.7,     0.0,      0.0,   4944.9, 114500.2, 114526.3,  233971.4,  1589.70,    0.0,   4213.6,      0.0,  1223.3
benchmarks/elevators08,benchmarks/elevators08/p16.pddl,FF, 0,  35512.8,142.5, 233965.2,     0.0,      0.0,  50025.5,      0.0,      0.0,   50025.5,  1155.50,    0.0,  46491.2,      0.0,   261.2
benchmarks/elevators08,benchmarks/elevators08/p16.pddl,PPsaFF-glcl,-1,  26791.4,134.4, 121083.3,  7109.1, 113980.6,  33080.1,  66147.2,  66145.7,  165373.0,    30.70,  572.8,   1393.7,  20903.9,   128.7
benchmarks/elevators08,benchmarks/elevators08/p16.pddl,PPsaFF-sync,-1,   5798.8,149.0,   6726.4,     0.0,      0.0,   2037.5,  53486.9,  53495.1,  109019.5,   771.50,    0.0,   2551.6,      0.0,   666.6
benchmarks/elevators08,benchmarks/elevators08/p17.pddl,FF, 0, 217645.0,177.0,1240226.0,     0.0,      0.0, 410203.0,      0.0,      0.0,  410203.0,  6883.00,    0.0, 265181.0,      0.0,  1115.0
benchmarks/elevators08,benchmarks/elevators08/p17.pddl,PPsaFF-glcl,-1, 149773.8,175.2,1275220.2, 17602.2,1257616.8, 446937.5, 151244.1, 151244.8,  749426.4,    77.12, 7646.0,   5459.5, 246392.9,  1448.0
benchmarks/elevators08,benchmarks/elevators08/p17.pddl,PPsaFF-sync,-1,  17772.4,210.3,  25897.0,     0.0,      0.0,   9585.5, 150084.1, 150108.2,  309777.8,  2797.40,    0.0,   8160.5,      0.0,  2102.3
benchmarks/elevators08,benchmarks/elevators08/p18.pddl,FF, 0,  81576.0,224.0, 393769.0,     0.0,      0.0,  74462.0,      0.0,      0.0,   74462.0,  1848.00,    0.0, 102546.0,      0.0,   410.0
benchmarks/elevators08,benchmarks/elevators08/p18.pddl,PPsaFF-glcl,-1, 178832.1,286.6, 981077.5, 39438.5, 941652.2, 224726.5, 686758.0, 686772.2, 1598256.8,   204.75, 5888.6,  12086.9, 205301.8,  1158.4
benchmarks/elevators08,benchmarks/elevators08/p18.pddl,PPsaFF-sync,-1, 114620.1,410.6,  79505.7,     0.0,      0.0,  23182.9, 997264.9, 997475.3, 2017923.1, 10865.80,    0.0,  35361.1,      0.0,  9953.6
benchmarks/elevators08,benchmarks/elevators08/p19.pddl,FF, 0, 347739.7,337.8,1854885.8,     0.0,      0.0, 346731.0,      0.0,      0.0,  346731.0,  7752.17,    0.0, 611918.7,      0.0,  1313.3
benchmarks/elevators08,benchmarks/elevators08/p19.pddl,PPsaFF-glcl,-1,  89308.4,288.2, 540443.6, 24654.6, 515801.0, 120420.6, 325703.5, 325712.2,  771836.4,   111.62, 2529.2,   6739.4, 129840.6,   581.8
benchmarks/elevators08,benchmarks/elevators08/p19.pddl,PPsaFF-sync,-1,  41845.4,309.2,  36318.9,     0.0,      0.0,  11145.1, 391725.4, 391822.9,  794693.4,  5399.89,    0.0,  18100.8,      0.0,  4787.7
benchmarks/elevators08,benchmarks/elevators08/p20.pddl,FF, 0,  25255.0,151.0, 296808.0,     0.0,      0.0, 118530.0,      0.0,      0.0,  118530.0,  1288.00,    0.0,  96995.0,      0.0,   222.0
benchmarks/elevators08,benchmarks/elevators08/p20.pddl,PPsaFF-glcl,-1, 710508.0,262.0,2103596.0, 20067.0,2083538.0, 831615.0, 281908.0, 281915.0, 1395438.0,    86.00,10506.0,   8643.0, 610862.0,  2142.0
benchmarks/elevators08,benchmarks/elevators08/p20.pddl,PPsaFF-sync,-1, 436980.6,241.2, 438482.6,     0.0,      0.0, 145818.5,3052401.9,3053076.2, 6251296.6, 55922.00,    0.0, 236457.8,      0.0, 59651.0
benchmarks/elevators08,benchmarks/elevators08/p21.pddl,FF, 0, 295482.4,172.7,1521492.1,     0.0,      0.0, 194455.9,      0.0,      0.0,  194455.9,  9272.00,    0.0, 332488.6,      0.0,  2041.9
benchmarks/elevators08,benchmarks/elevators08/p21.pddl,PPsaFF-glcl,-1,  33714.1,154.5, 118479.7,  7308.6, 111179.2,  18330.6, 101744.2, 101742.0,  221816.8,    34.30,  664.8,   1514.8,  20964.2,   168.1
benchmarks/elevators08,benchmarks/elevators08/p21.pddl,PPsaFF-sync,-1,  38245.2,175.8,  70509.3,     0.0,      0.0,  13452.7, 297178.8, 297187.3,  607818.8,  7145.10,    0.0,  19441.8,      0.0,  5104.5
benchmarks/elevators08,benchmarks/elevators08/p22.pddl,FF, 0, 453405.4,221.6,1947671.6,     0.0,      0.0, 301493.6,      0.0,      0.0,  301493.6, 13764.00,    0.0, 511578.0,      0.0,  2785.4
benchmarks/elevators08,benchmarks/elevators08/p22.pddl,PPsaFF-glcl,-1,  44241.2,156.6, 167251.4,  8511.3, 158746.1,  32135.6, 122153.4, 122151.6,  276440.6,    45.20,  965.5,   2110.6,  33741.7,   233.1
benchmarks/elevators08,benchmarks/elevators08/p22.pddl,PPsaFF-sync,-1,  52592.2,188.7,  52566.9,     0.0,      0.0,  10710.6, 299011.9, 299033.5,  608756.0,  7114.30,    0.0,  20337.9,      0.0,  6308.7
benchmarks/elevators08,benchmarks/elevators08/p23.pddl,FF, 0, 912098.0,292.0,2288574.0,     0.0,      0.0, 369851.0,      0.0,      0.0,  369851.0, 14449.00,    0.0, 812968.0,      0.0,  1788.5
benchmarks/elevators08,benchmarks/elevators08/p23.pddl,PPsaFF-glcl,-1, 184161.5,207.8, 410916.0, 21614.7, 389313.6,  80077.0, 277733.7, 277741.9,  635552.6,   131.30, 2230.8,   7556.2, 118126.2,   477.5
benchmarks/elevators08,benchmarks/elevators08/p23.pddl,PPsaFF-sync,-1, 105710.6,262.7,  91279.9,     0.0,      0.0,  23164.1, 465652.3, 465726.0,  954542.4, 13085.70,    0.0,  39808.9,      0.0, 10864.4
benchmarks/elevators08,benchmarks/elevators08/p24.pddl,FF, 0, 233177.0,281.0, 473431.0,     0.0,      0.0,  96572.0,      0.0,      0.0,   96572.0,  2769.00,    0.0, 213916.0,      0.0,   501.0
benchmarks/elevators08,benchmarks/elevators08/p24.pddl,PPsaFF-glcl,-1, 341659.6,277.4, 692264.1, 28157.7, 664106.2, 147129.4, 473205.4, 473242.2, 1093577.0,   183.40, 4252.4,  12528.2, 230528.9,   858.5
benchmarks/elevators08,benchmarks/elevators08/p24.pddl,PPsaFF-sync,-1, 183756.2,292.5, 239553.5,     0.0,      0.0,  73779.7,1111858.1,1112036.8, 2297674.6, 41567.90,    0.0, 132226.6,      0.0, 30990.3
benchmarks/elevators08,benchmarks/elevators08/p25.pddl,PPsaFF-glcl,-1, 283968.1,317.8,1145032.0, 37725.5,1107304.5, 250743.0, 648102.5, 648124.1, 1546969.6,   279.88, 7394.9,  23390.6, 519111.4,  1258.0
benchmarks/elevators08,benchmarks/elevators08/p25.pddl,PPsaFF-sync,-1, 760817.2,402.6, 212068.4,     0.0,      0.0,  70002.9,2911552.5,2912109.8, 5893665.2, 54505.30,    0.0, 262302.7,      0.0,133489.4
benchmarks/elevators08,benchmarks/elevators08/p26.pddl,FF, 0,1117994.0,339.0,1445978.5,     0.0,      0.0, 324808.5,      0.0,      0.0,  324808.5,  9185.50,    0.0,1064690.5,      0.0,  1226.0
benchmarks/elevators08,benchmarks/elevators08/p26.pddl,PPsaFF-glcl,-1, 783612.4,285.2,1168126.8, 33660.2,1134470.7, 300967.1, 597981.8, 598028.8, 1496977.7,   271.44, 8129.0,  26252.2, 719549.0,  1592.9
benchmarks/elevators08,benchmarks/elevators08/p26.pddl,PPsaFF-sync,-1, 407157.3,336.1, 142254.6,     0.0,      0.0,  47440.3,1236930.4,1237149.2, 2521519.9, 36489.10,    0.0, 156214.5,      0.0, 49182.7
benchmarks/elevators08,benchmarks/elevators08/p27.pddl,PPsaFF-glcl,-1,1469880.9,405.3,1782263.4, 55764.6,1726502.4, 446952.0, 805644.4, 805689.3, 2058285.7,   452.43,13161.0,  44776.7,1222419.3,  2380.7
benchmarks/elevators08,benchmarks/elevators08/p27.pddl,PPsaFF-sync,-1, 364927.9,413.4, 107041.1,     0.0,      0.0,  31461.7,1110654.7,1110912.4, 2253028.8, 35851.80,    0.0, 139886.0,      0.0, 40531.8
benchmarks/elevators08,benchmarks/elevators08/p28.pddl,PPsaFF-sync,-1,1121604.9,615.1, 178368.7,     0.0,      0.0,  52678.4,3188325.9,3189155.1, 6430159.4, 66427.43,    0.0, 374640.6,      0.0,148427.9
benchmarks/elevators08,benchmarks/elevators08/p29.pddl,PPsaFF-glcl,-1,2405873.0,390.7,1800235.3, 44459.3,1755782.7, 425325.0, 946992.3, 947025.7, 2319343.0,   395.67,13237.7,  60347.7,2030217.0,  1919.7
benchmarks/elevators08,benchmarks/elevators08/p29.pddl,PPsaFF-sync,-1, 482981.0,441.5, 224984.0,     0.0,      0.0,  81089.5,1356121.7,1356398.2, 2793609.3, 78276.83,    0.0, 367000.2,      0.0, 93905.7
benchmarks/elevators08,benchmarks/elevators08/p30.pddl,FF, 0,3616893.0,353.0,1780572.0,     0.0,      0.0, 310459.0,      0.0,      0.0,  310459.0, 15415.00,    0.0,3422307.0,      0.0,  1429.0
benchmarks/elevators08,benchmarks/elevators08/p30.pddl,PPsaFF-sync,-1,1074916.8,500.0, 191137.8,     0.0,      0.0,  65300.2,1675091.0,1675457.2, 3415848.5,104032.75,    0.0, 460469.0,      0.0,107570.5
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-10-0.pddl,FF, 0,   2450.0, 70.4,  10315.8,     0.0,      0.0,   3009.5,      0.0,      0.0,    3009.5,   156.80,    0.0,   2102.0,      0.0,    22.1
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-10-0.pddl,PPsaFF-glcl,-1,   2896.2, 64.4,  11114.3,   228.9,  10880.4,   3062.2,   3285.8,   3286.1,    9634.1,     3.60,  188.6,    130.1,   1512.1,    37.6
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-10-0.pddl,PPsaFF-sync,-1,   1922.1, 66.5,   1193.1,     0.0,      0.0,    370.7,  10066.6,  10067.9,   20505.2,   118.30,    0.0,    715.9,      0.0,   366.6
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-10-1.pddl,FF, 0,   1778.7, 55.2,   2456.4,     0.0,      0.0,    628.4,      0.0,      0.0,     628.4,    79.20,    0.0,   1545.2,      0.0,    10.0
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-10-1.pddl,PPsaFF-glcl,-1,   2046.0, 56.5,   3923.1,    79.6,   3843.5,    982.3,   1139.0,   1139.6,    3260.9,     2.00,  125.2,     82.7,   1205.7,    20.2
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-10-1.pddl,PPsaFF-sync,-1,   2152.2, 64.9,   1149.7,     0.0,      0.0,    334.9,   8519.0,   8519.8,   17373.7,   106.70,    0.0,    739.9,      0.0,   392.4
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-11-0.pddl,FF, 0,   2815.8, 79.2,  12578.6,     0.0,      0.0,   3067.1,      0.0,      0.0,    3067.1,   187.10,    0.0,   2221.1,      0.0,    29.3
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-11-0.pddl,PPsaFF-glcl,-1,   3133.7, 75.3,  15750.2,   289.7,  15457.4,   4060.8,   4035.0,   4035.7,   12131.5,     3.90,  233.2,    133.9,   1654.6,    45.0
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-11-0.pddl,PPsaFF-sync,-1,   2675.9, 71.6,   1286.9,     0.0,      0.0,    441.6,  12312.3,  12314.3,   25068.2,   101.00,    0.0,    840.3,      0.0,   430.9
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-11-1.pddl,FF, 0,   2674.1,100.7,  13270.9,     0.0,      0.0,   3192.4,      0.0,      0.0,    3192.4,   199.40,    0.0,   2247.0,      0.0,    28.8
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-11-1.pddl,PPsaFF-glcl,-1,   3466.0, 94.7,  21108.5,   462.4,  20638.3,   5403.7,   6112.7,   6110.5,   17626.9,     3.40,  279.0,    161.1,   1709.6,    56.4
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-11-1.pddl,PPsaFF-sync,-1,   2424.5, 78.8,   1282.8,     0.0,      0.0,    431.2,  13555.2,  13556.2,   27542.6,    92.90,    0.0,    897.0,      0.0,   474.9
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-12-0.pddl,FF, 0,   1544.1, 54.6,   2515.9,     0.0,      0.0,    701.5,      0.0,      0.0,     701.5,    77.00,    0.0,   1371.6,      0.0,     9.9
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-12-0.pddl,PPsaFF-glcl,-1,   1915.8, 56.0,   2960.9,    61.5,   2899.6,    787.8,    894.6,    894.9,    2577.3,     1.90,  104.7,     71.0,   1111.3,    17.7
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-12-0.pddl,PPsaFF-sync,-1,   3021.2, 75.0,   2625.6,     0.0,      0.0,    839.8,  19597.4,  19595.9,   40033.1,   174.00,    0.0,   1096.9,      0.0,   489.2
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-12-1.pddl,FF, 0,  10113.0,112.8, 109817.9,     0.0,      0.0,  26512.2,      0.0,      0.0,   26512.2,   539.80,    0.0,   6487.1,      0.0,   366.9
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-12-1.pddl,PPsaFF-glcl,-1,   8994.3,104.9,  65817.0,  1895.2,  63902.2,  16171.8,  22618.9,  22619.0,   61409.7,    10.30,  542.5,    939.0,   3387.1,   479.7
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-12-1.pddl,PPsaFF-sync,-1,   5353.8,102.1,   3285.4,     0.0,      0.0,   1099.0,  31182.8,  31180.3,   63462.1,   217.10,    0.0,   1752.6,      0.0,   729.1
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-13-0.pddl,FF, 0,  32265.9,129.6, 504809.5,     0.0,      0.0, 146106.5,      0.0,      0.0,  146106.5,  2469.10,    0.0,  21039.8,      0.0,   387.4
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-13-0.pddl,PPsaFF-glcl,-1,  21794.1,114.7, 254887.6,  2460.5, 252382.3,  69931.5,  33428.9,  33422.5,  136782.9,     9.20, 2972.4,    972.3,  11578.1,   531.7
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-13-0.pddl,PPsaFF-sync,-1,   8318.0,108.3,   3351.7,     0.0,      0.0,   1001.5,  40274.7,  40282.0,   81558.2,   232.00,    0.0,   2306.8,      0.0,  1041.8
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-13-1.pddl,FF, 0,  10784.2, 94.5, 114338.4,     0.0,      0.0,  34336.1,      0.0,      0.0,   34336.1,   736.70,    0.0,   6968.1,      0.0,   134.1
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-13-1.pddl,PPsaFF-glcl,-1,  14872.1, 99.9, 154568.5,  3565.7, 150986.5,  39073.0,  40966.0,  40953.0,  120992.0,    14.60, 1679.8,    771.8,   8278.7,   311.8
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-13-1.pddl,PPsaFF-sync,-1,  12475.3,121.1,   8082.4,     0.0,      0.0,   2345.6,  79493.4,  79462.3,  161301.3,   499.20,    0.0,   3700.6,      0.0,  1221.0
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-14-0.pddl,FF, 0,   8548.5, 82.8,  76589.0,     0.0,      0.0,  26082.2,      0.0,      0.0,   26082.2,   553.40,    0.0,   5850.0,      0.0,    81.8
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-14-0.pddl,PPsaFF-glcl,-1,  41181.9, 88.7, 548999.3,  4532.9, 544424.6, 162111.3,  36669.8,  36666.3,  235447.4,    15.89, 6842.9,   1770.8,  21644.4,  1074.3
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-14-0.pddl,PPsaFF-sync,-1,   7071.2, 92.9,   3720.0,     0.0,      0.0,   1357.3,  27865.4,  27868.7,   57091.4,   247.60,    0.0,   2117.5,      0.0,   873.9
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-14-1.pddl,FF, 0, 148688.6,130.5,2031824.7,     0.0,      0.0, 502449.1,      0.0,      0.0,  502449.1, 13842.70,    0.0,  96128.0,      0.0,  1812.8
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-14-1.pddl,PPsaFF-glcl,-1,  23994.9,103.3, 351679.1,  3351.7, 348285.2,  91084.3,  42690.2,  42684.1,  176458.6,    16.20, 4271.5,   1255.9,  14640.9,   742.9
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-14-1.pddl,PPsaFF-sync,-1,   8319.5,105.6,   3774.5,     0.0,      0.0,   1348.7,  36989.1,  36984.5,   75322.3,   223.20,    0.0,   2596.9,      0.0,  1012.8
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-15-0.pddl,FF, 0,  14254.7,111.2, 164633.2,     0.0,      0.0,  63808.8,      0.0,      0.0,   63808.8,   949.60,    0.0,  10416.5,      0.0,   139.6
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-15-0.pddl,PPsaFF-glcl,-1,  26096.0,114.1, 398938.0,  3726.1, 395159.0, 111066.9,  57061.1,  57049.3,  225177.3,    14.56, 4051.1,   1314.2,  18559.0,   741.3
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-15-0.pddl,PPsaFF-sync,-1,  13338.6,124.6,   5621.3,     0.0,      0.0,   2238.3,  57819.2,  57803.3,  117860.8,   328.50,    0.0,   3321.7,      0.0,  1686.2
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-15-1.pddl,FF, 0,   6381.2, 99.6,  33210.3,     0.0,      0.0,  11883.2,      0.0,      0.0,   11883.2,   349.20,    0.0,   4002.8,      0.0,    51.9
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-15-1.pddl,PPsaFF-glcl,-1,   4622.1, 99.7,  14729.7,    92.7,  14620.6,   3523.7,   2040.0,   2040.3,    7604.0,     1.60,  256.3,    140.6,   2861.6,    54.9
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-15-1.pddl,PPsaFF-sync,-1,  19452.9,117.4,   9412.9,     0.0,      0.0,   3323.9,  79230.5,  79216.8,  161771.2,   518.40,    0.0,   5223.0,      0.0,  2058.1
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-4-0.pddl,FF, 0,     93.2, 28.4,    404.2,     0.0,      0.0,    108.1,      0.0,      0.0,     108.1,    10.90,    0.0,    124.9,      0.0,     2.9
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-4-0.pddl,PPsaFF-glcl,-1,     90.9, 27.0,    336.1,    67.5,    268.8,     75.3,    213.8,    213.5,     502.6,     2.40,   13.3,     25.7,     60.8,     1.6
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-4-0.pddl,PPsaFF-sync,-1,    101.7, 24.4,    211.3,     0.0,      0.0,     48.9,    601.8,    601.8,    1252.5,    38.00,    0.0,     78.8,      0.0,    20.8
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-5-0.pddl,FF, 0,    114.0, 34.4,    388.7,     0.0,      0.0,    109.2,      0.0,      0.0,     109.2,    12.20,    0.0,    126.0,      0.0,     2.4
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-5-0.pddl,PPsaFF-glcl,-1,    319.6, 35.2,   1449.7,   261.3,   1189.0,    466.9,   1179.8,   1179.6,    2826.3,     6.20,   34.1,     57.0,    193.9,     7.5
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-5-0.pddl,PPsaFF-sync,-1,    246.2, 37.3,    258.9,     0.0,      0.0,     97.5,   1035.7,   1035.3,    2168.5,    38.50,    0.0,     80.3,      0.0,    22.3
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-6-0.pddl,FF, 0,    109.4, 33.6,    345.0,     0.0,      0.0,    108.4,      0.0,      0.0,     108.4,    12.40,    0.0,    124.3,      0.0,     2.1
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-6-0.pddl,PPsaFF-glcl,-1,    236.0, 32.6,    450.8,    62.8,    388.4,    137.3,    402.6,    402.6,     942.5,     2.10,   19.3,     31.8,    116.7,     3.6
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-6-0.pddl,PPsaFF-sync,-1,    374.2, 29.8,    270.8,     0.0,      0.0,    106.5,   1189.4,   1189.1,    2485.0,    44.60,    0.0,    126.2,      0.0,    25.4
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-7-0.pddl,FF, 0,    449.0, 48.0,    945.2,     0.0,      0.0,    241.8,      0.0,      0.0,     241.8,    25.50,    0.0,    469.2,      0.0,     3.5
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-7-0.pddl,PPsaFF-glcl,-1,   1399.5, 49.5,   1276.9,    65.2,   1211.9,    342.4,    684.0,    684.0,    1710.4,     2.00,   52.0,     73.1,    836.3,     9.5
