domain,problem,agents,heuristic,recursionLevel,totalTime,initHeuristic,initHeuristicDist,searchTime,expandedStates,expandedStatesGlobal,expandedStatesLocal,searchMessages,heuristicRequestMessages,heuristicReplyMessages,totalMessages,totalBytes,globalSearchTime,localSearchTime,globalHeuristicTime,localHeuristicTime,otherHeuristicTime,searchTimes,globalSearchTimes,localSearchTimes,globalHeuristicTimes,localHeuristicTimes,otherHeuristicTimes,planLength,maxRecursionDepth,planValid,finished
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-10-0.pddl,4,FF,0,1790,{a1=15 a2=15 a3=15 a4=15},{},0,3690,0,0,3027,0,0,3027,301400,0,0,0,0,0,,,,,,,68,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-10-0.pddl,4,FF,0,1834,{a1=15 a2=15 a3=15 a4=15},{},0,4578,0,0,3660,0,0,3660,364000,0,0,0,0,0,,,,,,,60,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-10-0.pddl,4,FF,0,1879,{a1=15 a2=15 a3=15 a4=15},{},0,3930,0,0,3385,0,0,3385,336700,0,0,0,0,0,,,,,,,52,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-10-0.pddl,4,FF,0,1925,{a1=15 a2=15 a3=15 a4=15},{},0,5826,0,0,5150,0,0,5150,511500,0,0,0,0,0,,,,,,,60,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-10-0.pddl,4,FF,0,1934,{a1=15 a2=15 a3=15 a4=15},{},0,5647,0,0,4925,0,0,4925,489600,0,0,0,0,0,,,,,,,58,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-10-0.pddl,4,FF,0,2031,{a1=15 a2=15 a3=15 a4=15},{},0,5903,0,0,4980,0,0,4980,495600,0,0,0,0,0,,,,,,,66,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-10-0.pddl,4,FF,0,2098,{a1=15 a2=15 a3=15 a4=15},{},0,10168,0,0,8925,0,0,8925,886200,0,0,0,0,0,,,,,,,60,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-10-0.pddl,4,FF,0,2279,{a1=15 a2=15 a3=15 a4=15},{},0,17679,0,0,14808,0,0,14808,1471600,0,0,0,0,0,,,,,,,70,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-10-0.pddl,4,FF,0,2685,{a1=15 a2=15 a3=15 a4=15},{},0,26990,0,0,22328,0,0,22328,2226400,0,0,0,0,0,,,,,,,54,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-10-0.pddl,4,FF,0,3957,{a1=15 a2=15 a3=15 a4=15},{},0,63416,0,0,42482,0,0,42482,4240400,0,0,0,0,0,,,,,,,68,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-10-1.pddl,4,FF,0,1767,{a1=15 a2=16 a3=16 a4=15},{},0,3106,0,0,2724,0,0,2724,271800,0,0,0,0,0,,,,,,,50,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-10-1.pddl,4,FF,0,1929,{a1=15 a2=16 a3=16 a4=15},{},0,5504,0,0,4796,0,0,4796,477400,0,0,0,0,0,,,,,,,78,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-10-1.pddl,4,FF,0,1935,{a1=15 a2=16 a3=16 a4=15},{},0,5585,0,0,4765,0,0,4765,474300,0,0,0,0,0,,,,,,,78,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-10-1.pddl,4,FF,0,1986,{a1=15 a2=16 a3=16 a4=15},{},0,5366,0,0,4806,0,0,4806,478300,0,0,0,0,0,,,,,,,76,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-10-1.pddl,4,FF,0,1989,{a1=15 a2=16 a3=16 a4=15},{},0,7779,0,0,6912,0,0,6912,689700,0,0,0,0,0,,,,,,,72,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-10-1.pddl,4,FF,0,2041,{a1=15 a2=16 a3=16 a4=15},{},0,6643,0,0,5935,0,0,5935,588500,0,0,0,0,0,,,,,,,80,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-10-1.pddl,4,FF,0,2127,{a1=15 a2=16 a3=16 a4=15},{},0,9568,0,0,8073,0,0,8073,805600,0,0,0,0,0,,,,,,,76,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-10-1.pddl,4,FF,0,2957,{a1=15 a2=16 a3=16 a4=15},{},0,37584,0,0,26500,0,0,26500,2641200,0,0,0,0,0,,,,,,,98,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-10-1.pddl,4,FF,0,3440,{a1=15 a2=16 a3=16 a4=15},{},0,50803,0,0,34684,0,0,34684,3457700,0,0,0,0,0,,,,,,,80,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-10-1.pddl,4,FF,0,5056,{a1=15 a2=16 a3=16 a4=15},{},0,110668,0,0,75569,0,0,75569,7534500,0,0,0,0,0,,,,,,,96,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-10-2.pddl,4,FF,0,3494,{a1=11 a2=11 a3=11 a4=11},{},0,55421,0,0,38605,0,0,38605,3846000,0,0,0,0,0,,,,,,,50,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-10-2.pddl,4,FF,0,3745,{a1=11 a2=11 a3=11 a4=11},{},0,62580,0,0,43662,0,0,43662,4353700,0,0,0,0,0,,,,,,,56,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-10-2.pddl,4,FF,0,4020,{a1=11 a2=11 a3=11 a4=11},{},0,79328,0,0,48757,0,0,48757,4864600,0,0,0,0,0,,,,,,,84,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-10-2.pddl,4,FF,0,4092,{a1=11 a2=11 a3=11 a4=11},{},0,75639,0,0,49745,0,0,49745,4960500,0,0,0,0,0,,,,,,,64,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-10-2.pddl,4,FF,0,4188,{a1=11 a2=11 a3=11 a4=11},{},0,85384,0,0,54934,0,0,54934,5484700,0,0,0,0,0,,,,,,,70,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-10-2.pddl,4,FF,0,4205,{a1=11 a2=11 a3=11 a4=11},{},0,77702,0,0,50973,0,0,50973,5083500,0,0,0,0,0,,,,,,,48,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-10-2.pddl,4,FF,0,4461,{a1=11 a2=11 a3=11 a4=11},{},0,92635,0,0,60512,0,0,60512,6038100,0,0,0,0,0,,,,,,,44,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-10-2.pddl,4,FF,0,4537,{a1=11 a2=11 a3=11 a4=11},{},0,81059,0,0,56849,0,0,56849,5672700,0,0,0,0,0,,,,,,,88,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-10-2.pddl,4,FF,0,4941,{a1=11 a2=11 a3=11 a4=11},{},0,116049,0,0,72801,0,0,72801,7269100,0,0,0,0,0,,,,,,,84,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-10-2.pddl,4,FF,0,6564,{a1=11 a2=11 a3=11 a4=11},{},0,177246,0,0,110232,0,0,110232,11022900,0,0,0,0,0,,,,,,,78,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-11-0.pddl,4,FF,0,2187,{a1=9 a2=11 a3=11 a4=12},{},0,3659,0,0,3117,0,0,3117,335880,0,0,0,0,0,,,,,,,46,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-11-0.pddl,4,FF,0,2239,{a1=9 a2=11 a3=11 a4=12},{},0,4625,0,0,3923,0,0,3923,421308,0,0,0,0,0,,,,,,,48,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-11-0.pddl,4,FF,0,2333,{a1=9 a2=11 a3=11 a4=12},{},0,6803,0,0,5722,0,0,5722,613872,0,0,0,0,0,,,,,,,48,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-11-0.pddl,4,FF,0,2384,{a1=9 a2=11 a3=11 a4=12},{},0,7434,0,0,6253,0,0,6253,672624,0,0,0,0,0,,,,,,,42,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-11-0.pddl,4,FF,0,2389,{a1=9 a2=11 a3=11 a4=12},{},0,7525,0,0,6468,0,0,6468,695088,0,0,0,0,0,,,,,,,52,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-11-0.pddl,4,FF,0,2437,{a1=9 a2=11 a3=11 a4=12},{},0,9376,0,0,8091,0,0,8091,869184,0,0,0,0,0,,,,,,,60,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-11-0.pddl,4,FF,0,2461,{a1=9 a2=11 a3=11 a4=12},{},0,8783,0,0,7591,0,0,7591,817776,0,0,0,0,0,,,,,,,56,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-11-0.pddl,4,FF,0,2463,{a1=9 a2=11 a3=11 a4=12},{},0,9435,0,0,8064,0,0,8064,864864,0,0,0,0,0,,,,,,,56,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-11-0.pddl,4,FF,0,3252,{a1=9 a2=11 a3=11 a4=12},{},0,30445,0,0,25575,0,0,25575,2751840,0,0,0,0,0,,,,,,,76,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-11-0.pddl,4,FF,0,4460,{a1=9 a2=11 a3=11 a4=12},{},0,59620,0,0,47757,0,0,47757,5144580,0,0,0,0,0,,,,,,,122,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-11-1.pddl,4,FF,0,2221,{a1=12 a2=12 a3=12 a4=12},{},0,5642,0,0,4992,0,0,4992,534384,0,0,0,0,0,,,,,,,96,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-11-1.pddl,4,FF,0,2292,{a1=12 a2=12 a3=12 a4=12},{},0,6874,0,0,6271,0,0,6271,672408,0,0,0,0,0,,,,,,,88,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-11-1.pddl,4,FF,0,2294,{a1=12 a2=12 a3=12 a4=12},{},0,7157,0,0,6373,0,0,6373,684288,0,0,0,0,0,,,,,,,92,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-11-1.pddl,4,FF,0,2309,{a1=12 a2=12 a3=12 a4=12},{},0,7253,0,0,6298,0,0,6298,675000,0,0,0,0,0,,,,,,,76,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-11-1.pddl,4,FF,0,2312,{a1=12 a2=12 a3=12 a4=12},{},0,6379,0,0,5690,0,0,5690,610956,0,0,0,0,0,,,,,,,86,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-11-1.pddl,4,FF,0,2334,{a1=12 a2=12 a3=12 a4=12},{},0,7658,0,0,6677,0,0,6677,719388,0,0,0,0,0,,,,,,,102,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-11-1.pddl,4,FF,0,2364,{a1=12 a2=12 a3=12 a4=12},{},0,6618,0,0,5873,0,0,5873,630720,0,0,0,0,0,,,,,,,80,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-11-1.pddl,4,FF,0,2426,{a1=12 a2=12 a3=12 a4=12},{},0,8513,0,0,7497,0,0,7497,806220,0,0,0,0,0,,,,,,,96,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-11-1.pddl,4,FF,0,2486,{a1=12 a2=12 a3=12 a4=12},{},0,9983,0,0,8682,0,0,8682,932796,0,0,0,0,0,,,,,,,74,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-11-1.pddl,4,FF,0,6469,{a1=12 a2=12 a3=12 a4=12},{},0,117986,0,0,99921,0,0,99921,10777212,0,0,0,0,0,,,,,,,138,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-11-2.pddl,4,FF,0,7634,{a1=11 a2=9 a3=9 a4=9},{},0,179798,0,0,101822,0,0,101822,10978092,0,0,0,0,0,,,,,,,66,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-11-2.pddl,4,FF,0,7640,{a1=11 a2=9 a3=9 a4=9},{},0,192988,0,0,118388,0,0,118388,12763764,0,0,0,0,0,,,,,,,86,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-11-2.pddl,4,FF,0,7810,{a1=11 a2=9 a3=9 a4=9},{},0,191082,0,0,115062,0,0,115062,12406392,0,0,0,0,0,,,,,,,80,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-11-2.pddl,4,FF,0,8524,{a1=11 a2=9 a3=9 a4=9},{},0,223460,0,0,126348,0,0,126348,13623984,0,0,0,0,0,,,,,,,80,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-11-2.pddl,4,FF,0,9308,{a1=11 a2=9 a3=9 a4=9},{},0,245850,0,0,157566,0,0,157566,16985376,0,0,0,0,0,,,,,,,94,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-11-2.pddl,4,FF,0,10022,{a1=11 a2=9 a3=9 a4=9},{},0,271732,0,0,148278,0,0,148278,15992424,0,0,0,0,0,,,,,,,88,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-11-2.pddl,4,FF,0,10740,{a1=11 a2=9 a3=9 a4=9},{},0,303508,0,0,158506,0,0,158506,17099964,0,0,0,0,0,,,,,,,66,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-11-2.pddl,4,FF,0,11716,{a1=11 a2=9 a3=9 a4=9},{},0,317300,0,0,209963,0,0,209963,22650840,0,0,0,0,0,,,,,,,148,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-11-2.pddl,4,FF,0,13876,{a1=11 a2=9 a3=9 a4=9},{},0,427185,0,0,199059,0,0,199059,21465540,0,0,0,0,0,,,,,,,86,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-11-2.pddl,4,FF,0,18487,{a1=11 a2=9 a3=9 a4=9},{},0,595908,0,0,277723,0,0,277723,29977128,0,0,0,0,0,,,,,,,90,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-12-0.pddl,4,FF,0,2628,{a1=10 a2=10 a3=10 a4=10},{},0,4661,0,0,3328,0,0,3328,384308,0,0,0,0,0,,,,,,,54,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-12-0.pddl,4,FF,0,2898,{a1=10 a2=10 a3=10 a4=10},{},0,12232,0,0,7071,0,0,7071,814784,0,0,0,0,0,,,,,,,82,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-12-0.pddl,4,FF,0,3522,{a1=10 a2=10 a3=10 a4=10},{},0,27295,0,0,19627,0,0,19627,2261652,0,0,0,0,0,,,,,,,68,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-12-0.pddl,4,FF,0,4019,{a1=10 a2=10 a3=10 a4=10},{},0,40435,0,0,28631,0,0,28631,3307508,0,0,0,0,0,,,,,,,118,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-12-0.pddl,4,FF,0,4026,{a1=10 a2=10 a3=10 a4=10},{},0,42118,0,0,31700,0,0,31700,3666528,0,0,0,0,0,,,,,,,118,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-12-0.pddl,4,FF,0,4270,{a1=10 a2=10 a3=10 a4=10},{},0,49067,0,0,37243,0,0,37243,4310444,0,0,0,0,0,,,,,,,104,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-12-0.pddl,4,FF,0,4820,{a1=10 a2=10 a3=10 a4=10},{},0,74612,0,0,41633,0,0,41633,4818060,0,0,0,0,0,,,,,,,140,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-12-0.pddl,4,FF,0,5692,{a1=10 a2=10 a3=10 a4=10},{},0,101794,0,0,58936,0,0,58936,6828456,0,0,0,0,0,,,,,,,138,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-12-0.pddl,4,FF,0,6726,{a1=10 a2=10 a3=10 a4=10},{},0,134603,0,0,76235,0,0,76235,8830384,0,0,0,0,0,,,,,,,98,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-12-0.pddl,4,FF,0,7277,{a1=10 a2=10 a3=10 a4=10},{},0,146426,0,0,92838,0,0,92838,10758652,0,0,0,0,0,,,,,,,154,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-12-1.pddl,4,FF,0,3174,{a1=13 a2=15 a3=17 a4=16},{},0,12437,0,0,10780,0,0,10780,1243288,0,0,0,0,0,,,,,,,84,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-12-1.pddl,4,FF,0,3226,{a1=13 a2=15 a3=17 a4=16},{},0,14554,0,0,12708,0,0,12708,1470068,0,0,0,0,0,,,,,,,78,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-12-1.pddl,4,FF,0,3452,{a1=13 a2=15 a3=17 a4=16},{},0,20435,0,0,18050,0,0,18050,2084288,0,0,0,0,0,,,,,,,54,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-12-1.pddl,4,FF,0,3687,{a1=13 a2=15 a3=17 a4=16},{},0,25821,0,0,22053,0,0,22053,2552000,0,0,0,0,0,,,,,,,76,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-12-1.pddl,4,FF,0,3975,{a1=13 a2=15 a3=17 a4=16},{},0,38820,0,0,27553,0,0,27553,3189536,0,0,0,0,0,,,,,,,98,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-12-1.pddl,4,FF,0,4023,{a1=13 a2=15 a3=17 a4=16},{},0,39197,0,0,27691,0,0,27691,3201600,0,0,0,0,0,,,,,,,126,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-12-1.pddl,4,FF,0,4032,{a1=13 a2=15 a3=17 a4=16},{},0,38523,0,0,27356,0,0,27356,3165408,0,0,0,0,0,,,,,,,104,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-12-1.pddl,4,FF,0,4273,{a1=13 a2=15 a3=17 a4=16},{},0,45146,0,0,38416,0,0,38416,4444772,0,0,0,0,0,,,,,,,124,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-12-1.pddl,4,FF,0,4947,{a1=13 a2=15 a3=17 a4=16},{},0,61510,0,0,45146,0,0,45146,5228816,0,0,0,0,0,,,,,,,144,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-12-1.pddl,4,FF,0,7084,{a1=13 a2=15 a3=17 a4=16},{},0,111890,0,0,94105,0,0,94105,10905508,0,0,0,0,0,,,,,,,150,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-13-0.pddl,4,FF,0,7335,{a1=16 a2=16 a3=17 a4=17},{},0,86192,0,0,74202,0,0,74202,9193360,0,0,0,0,0,,,,,,,86,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-13-0.pddl,4,FF,0,11806,{a1=16 a2=16 a3=17 a4=17},{},0,183946,0,0,155362,0,0,155362,19253604,0,0,0,0,0,,,,,,,128,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-13-0.pddl,4,FF,0,12933,{a1=16 a2=16 a3=17 a4=17},{},0,196764,0,0,163874,0,0,163874,20313432,0,0,0,0,0,,,,,,,120,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-13-0.pddl,4,FF,0,17048,{a1=16 a2=16 a3=17 a4=17},{},0,298508,0,0,249828,0,0,249828,30960816,0,0,0,0,0,,,,,,,92,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-13-0.pddl,4,FF,0,21603,{a1=16 a2=16 a3=17 a4=17},{},0,402549,0,0,349834,0,0,349834,43371232,0,0,0,0,0,,,,,,,188,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-13-0.pddl,4,FF,0,21612,{a1=16 a2=16 a3=17 a4=17},{},0,379309,0,0,316754,0,0,316754,39263980,0,0,0,0,0,,,,,,,180,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-13-0.pddl,4,FF,0,21785,{a1=16 a2=16 a3=17 a4=17},{},0,386314,0,0,328823,0,0,328823,40752476,0,0,0,0,0,,,,,,,204,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-13-0.pddl,4,FF,0,22458,{a1=16 a2=16 a3=17 a4=17},{},0,393227,0,0,335892,0,0,335892,41636844,0,0,0,0,0,,,,,,,138,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-13-0.pddl,4,FF,0,25294,{a1=16 a2=16 a3=17 a4=17},{},0,447478,0,0,387233,0,0,387233,47994696,0,0,0,0,0,,,,,,,150,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-13-0.pddl,4,FF,0,26378,{a1=16 a2=16 a3=17 a4=17},{},0,431499,0,0,373212,0,0,373212,46267376,0,0,0,0,0,,,,,,,178,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-13-1.pddl,4,FF,0,5278,{a1=20 a2=16 a3=16 a4=16},{},0,42621,0,0,36455,0,0,36455,4512608,0,0,0,0,0,,,,,,,84,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-13-1.pddl,4,FF,0,6985,{a1=20 a2=16 a3=16 a4=16},{},0,75439,0,0,61683,0,0,61683,7642740,0,0,0,0,0,,,,,,,98,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-13-1.pddl,4,FF,0,12965,{a1=20 a2=16 a3=16 a4=16},{},0,212246,0,0,174698,0,0,174698,21649408,0,0,0,0,0,,,,,,,118,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-13-1.pddl,4,FF,0,13532,{a1=20 a2=16 a3=16 a4=16},{},0,220915,0,0,172257,0,0,172257,21351436,0,0,0,0,0,,,,,,,114,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-13-1.pddl,4,FF,0,14020,{a1=20 a2=16 a3=16 a4=16},{},0,254056,0,0,166703,0,0,166703,20658276,0,0,0,0,0,,,,,,,108,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-13-1.pddl,4,FF,0,15100,{a1=20 a2=16 a3=16 a4=16},{},0,260023,0,0,180767,0,0,180767,22403204,0,0,0,0,0,,,,,,,122,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-13-1.pddl,4,FF,0,16047,{a1=20 a2=16 a3=16 a4=16},{},0,234677,0,0,191336,0,0,191336,23718720,0,0,0,0,0,,,,,,,108,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-13-1.pddl,4,FF,0,26668,{a1=20 a2=16 a3=16 a4=16},{},0,401295,0,0,331639,0,0,331639,41108604,0,0,0,0,0,,,,,,,188,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-13-1.pddl,4,FF,0,35987,{a1=20 a2=16 a3=16 a4=16},{},0,702133,0,0,564372,0,0,564372,69974192,0,0,0,0,0,,,,,,,190,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-13-1.pddl,4,FF,0,36262,{a1=20 a2=16 a3=16 a4=16},{},0,670889,0,0,551226,0,0,551226,68342104,0,0,0,0,0,,,,,,,162,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-14-0.pddl,4,FF,0,5807,{a1=13 a2=15 a3=15 a4=15},{},0,33824,0,0,29786,0,0,29786,3925812,0,0,0,0,0,,,,,,,72,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-14-0.pddl,4,FF,0,6109,{a1=13 a2=15 a3=15 a4=15},{},0,35381,0,0,30611,0,0,30611,4034712,0,0,0,0,0,,,,,,,76,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-14-0.pddl,4,FF,0,6566,{a1=13 a2=15 a3=15 a4=15},{},0,38464,0,0,34164,0,0,34164,4502784,0,0,0,0,0,,,,,,,94,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-14-0.pddl,4,FF,0,6623,{a1=13 a2=15 a3=15 a4=15},{},0,45124,0,0,40001,0,0,40001,5274456,0,0,0,0,0,,,,,,,84,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-14-0.pddl,4,FF,0,7322,{a1=13 a2=15 a3=15 a4=15},{},0,49467,0,0,43550,0,0,43550,5742924,0,0,0,0,0,,,,,,,84,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-14-0.pddl,4,FF,0,8186,{a1=13 a2=15 a3=15 a4=15},{},0,72597,0,0,62578,0,0,62578,8253168,0,0,0,0,0,,,,,,,86,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-14-0.pddl,4,FF,0,8408,{a1=13 a2=15 a3=15 a4=15},{},0,69192,0,0,58789,0,0,58789,7753812,0,0,0,0,0,,,,,,,74,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-14-0.pddl,4,FF,0,8507,{a1=13 a2=15 a3=15 a4=15},{},0,68143,0,0,58820,0,0,58820,7756056,0,0,0,0,0,,,,,,,74,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-14-0.pddl,4,FF,0,23381,{a1=13 a2=15 a3=15 a4=15},{},0,339563,0,0,263048,0,0,263048,34703592,0,0,0,0,0,,,,,,,152,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-14-0.pddl,4,FF,0,29065,{a1=13 a2=15 a3=15 a4=15},{},0,489680,0,0,382936,0,0,382936,50529864,0,0,0,0,0,,,,,,,136,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-14-1.pddl,4,FF,0,6298,{a1=15 a2=17 a3=17 a4=17},{},0,45663,0,0,40324,0,0,40324,5319864,0,0,0,0,0,,,,,,,88,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-14-1.pddl,4,FF,0,11658,{a1=15 a2=17 a3=17 a4=17},{},0,139078,0,0,120316,0,0,120316,15871680,0,0,0,0,0,,,,,,,136,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-14-1.pddl,4,FF,0,28697,{a1=15 a2=17 a3=17 a4=17},{},0,394845,0,0,336608,0,0,336608,44423544,0,0,0,0,0,,,,,,,124,0,true,true
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-14-1.pddl,4,FF,0,139870,{a1=15 a2=17 a3=17 a4=17},{},0,2626158,0,0,1931406,0,0,1931406,254830752,0,0,0,0,0,,,,,,,142,0,true,true
