domain,problem,heuristic,recursionLevel,totalTimeM,planLengthM,expandedStatesM
benchmarks/elevators08,benchmarks/elevators08/p10.pddl,FF, 0,   3636.9,       132.7,   56563.5
benchmarks/elevators08,benchmarks/elevators08/p10.pddl,PPsaFF-glcl,-1,   4046.4,       116.0,   39240.4
benchmarks/elevators08,benchmarks/elevators08/p10.pddl,PPsaFF-sync,-1,   3800.8,       134.2,    4180.1
benchmarks/elevators08,benchmarks/elevators08/p11.pddl,FF, 0,   3150.9,        54.4,    2883.5
benchmarks/elevators08,benchmarks/elevators08/p11.pddl,PPsaFF-glcl,-1,   3780.3,        58.7,   18562.2
benchmarks/elevators08,benchmarks/elevators08/p11.pddl,PPsaFF-sync,-1,   3739.9,        67.5,    2203.6
benchmarks/elevators08,benchmarks/elevators08/p12.pddl,FF, 0,  11075.0,       109.4,  337396.7
benchmarks/elevators08,benchmarks/elevators08/p12.pddl,PPsaFF-glcl,-1,   5824.3,        86.3,   59865.2
benchmarks/elevators08,benchmarks/elevators08/p12.pddl,PPsaFF-sync,-1,   5154.3,        95.9,    4087.4
benchmarks/elevators08,benchmarks/elevators08/p13.pddl,FF, 0,  75532.5,       139.5, 2424652.5
benchmarks/elevators08,benchmarks/elevators08/p13.pddl,PPsaFF-glcl,-1,   9302.4,       100.3,  124009.8
benchmarks/elevators08,benchmarks/elevators08/p13.pddl,PPsaFF-sync,-1,   6356.1,       112.2,    4488.9
benchmarks/elevators08,benchmarks/elevators08/p14.pddl,FF, 0,  40192.3,       156.9,  983981.6
benchmarks/elevators08,benchmarks/elevators08/p14.pddl,PPsaFF-glcl,-1,  16068.3,       171.2,  224308.4
benchmarks/elevators08,benchmarks/elevators08/p14.pddl,PPsaFF-sync,-1,   9524.2,       175.6,    7924.8
benchmarks/elevators08,benchmarks/elevators08/p15.pddl,FF, 0,  17548.8,       149.2,  241124.5
benchmarks/elevators08,benchmarks/elevators08/p15.pddl,PPsaFF-glcl,-1,  21595.3,       139.2,  299463.8
benchmarks/elevators08,benchmarks/elevators08/p15.pddl,PPsaFF-sync,-1,  12504.9,       164.2,    9230.5
benchmarks/elevators08,benchmarks/elevators08/p16.pddl,FF, 0,  15338.2, 429496870.4, 1890514.2
benchmarks/elevators08,benchmarks/elevators08/p16.pddl,PPsaFF-glcl,-1,  17317.2,       138.4,  131561.1
benchmarks/elevators08,benchmarks/elevators08/p16.pddl,PPsaFF-sync,-1,  12499.8,       151.0,    7948.6
benchmarks/elevators08,benchmarks/elevators08/p17.pddl,FF, 0,  10163.7,1431655821.7, 3093833.3
benchmarks/elevators08,benchmarks/elevators08/p17.pddl,PPsaFF-glcl,-1,  73461.1,       179.6, 1200443.2
benchmarks/elevators08,benchmarks/elevators08/p17.pddl,PPsaFF-sync,-1,  18407.2,       195.1,   17822.2
benchmarks/elevators08,benchmarks/elevators08/p18.pddl,FF, 0,  67494.8, 536871120.0, 2648623.0
benchmarks/elevators08,benchmarks/elevators08/p18.pddl,PPsaFF-glcl,-1, 162078.0,       363.7, 1903508.0
benchmarks/elevators08,benchmarks/elevators08/p18.pddl,PPsaFF-sync,-1,  82172.2,       466.7,   96360.4
benchmarks/elevators08,benchmarks/elevators08/p19.pddl,FF, 0,  89189.2,       300.8, 1093909.2
benchmarks/elevators08,benchmarks/elevators08/p19.pddl,PPsaFF-glcl,-1, 136890.4,       306.2, 1316597.2
benchmarks/elevators08,benchmarks/elevators08/p19.pddl,PPsaFF-sync,-1,  61772.2,       351.2,   69115.3
benchmarks/elevators08,benchmarks/elevators08/p20.pddl,FF, 0,  30143.5,1073741908.0, 2100551.5
benchmarks/elevators08,benchmarks/elevators08/p20.pddl,PPsaFF-glcl,-1, 269778.5,       247.0, 2782199.0
benchmarks/elevators08,benchmarks/elevators08/p20.pddl,PPsaFF-sync,-1, 357895.8,       283.9,  620160.1
benchmarks/elevators08,benchmarks/elevators08/p21.pddl,FF, 0,  62164.4,       231.4, 1180070.0
benchmarks/elevators08,benchmarks/elevators08/p21.pddl,PPsaFF-glcl,-1,  23699.4,       134.7,  110325.2
benchmarks/elevators08,benchmarks/elevators08/p21.pddl,PPsaFF-sync,-1,  24078.5,       176.2,   20372.8
benchmarks/elevators08,benchmarks/elevators08/p22.pddl,FF, 0,  60863.2, 357914130.0, 1545275.5
benchmarks/elevators08,benchmarks/elevators08/p22.pddl,PPsaFF-glcl,-1,  38338.7,       171.0,  173060.9
benchmarks/elevators08,benchmarks/elevators08/p22.pddl,PPsaFF-sync,-1,  60431.3,       209.6,  133236.8
benchmarks/elevators08,benchmarks/elevators08/p23.pddl,FF, 0,  69995.2, 536871081.5, 1635818.2
benchmarks/elevators08,benchmarks/elevators08/p23.pddl,PPsaFF-glcl,-1,  64036.5,       193.7,  358494.5
benchmarks/elevators08,benchmarks/elevators08/p23.pddl,PPsaFF-sync,-1, 293643.4,       320.1,  904420.5
benchmarks/elevators08,benchmarks/elevators08/p24.pddl,FF, 0, 147087.7,       316.3, 1494119.0
benchmarks/elevators08,benchmarks/elevators08/p24.pddl,PPsaFF-glcl,-1, 103976.5,       257.8,  543650.7
benchmarks/elevators08,benchmarks/elevators08/p24.pddl,PPsaFF-sync,-1, 166449.5,       314.2,  344316.9
benchmarks/elevators08,benchmarks/elevators08/p25.pddl,FF, 0,  67032.5,1073741975.5, 2236306.5
benchmarks/elevators08,benchmarks/elevators08/p25.pddl,PPsaFF-glcl,-1, 161965.1,       281.3,  854475.1
benchmarks/elevators08,benchmarks/elevators08/p25.pddl,PPsaFF-sync,-1, 199684.7,       362.5,  127923.6
benchmarks/elevators08,benchmarks/elevators08/p26.pddl,FF, 0, 145164.0,       311.7,  744290.7
benchmarks/elevators08,benchmarks/elevators08/p26.pddl,PPsaFF-glcl,-1, 231946.2,       285.0, 1085706.4
benchmarks/elevators08,benchmarks/elevators08/p26.pddl,PPsaFF-sync,-1, 195357.0,       359.9,  162509.0
benchmarks/elevators08,benchmarks/elevators08/p27.pddl,FF, 0,     -1.0,2147483647.0, 2662222.0
benchmarks/elevators08,benchmarks/elevators08/p27.pddl,PPsaFF-glcl,-1, 314667.1,       396.7, 1247105.9
benchmarks/elevators08,benchmarks/elevators08/p27.pddl,PPsaFF-sync,-1, 194193.4,       427.6,  104070.0
benchmarks/elevators08,benchmarks/elevators08/p28.pddl,FF, 0, 372010.0,       515.0, 1888226.0
benchmarks/elevators08,benchmarks/elevators08/p28.pddl,PPsaFF-glcl,-1, 623170.5,       414.5, 2195895.0
benchmarks/elevators08,benchmarks/elevators08/p28.pddl,PPsaFF-sync,-1, 479929.9,       565.6,  129564.3
benchmarks/elevators08,benchmarks/elevators08/p29.pddl,FF, 0,     -1.0,2147483647.0, 2407998.3
benchmarks/elevators08,benchmarks/elevators08/p29.pddl,PPsaFF-glcl,-1, 713003.7,       408.7, 2255283.7
benchmarks/elevators08,benchmarks/elevators08/p29.pddl,PPsaFF-sync,-1, 440854.1,       453.0,  215427.6
benchmarks/elevators08,benchmarks/elevators08/p30.pddl,PPsaFF-glcl,-1, 810316.0,       412.0, 1774083.5
benchmarks/elevators08,benchmarks/elevators08/p30.pddl,PPsaFF-sync,-1, 432208.2,       447.4,  137761.0
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-10-0.pddl,FF, 0,    817.5,        64.4,    9559.8
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-10-0.pddl,PPsaFF-glcl,-1,    949.9,        63.3,    8013.5
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-10-0.pddl,PPsaFF-sync,-1,   1157.5,        65.9,    1275.8
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-10-1.pddl,FF, 0,    730.2,        58.6,    3164.5
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-10-1.pddl,PPsaFF-glcl,-1,    829.5,        57.4,    4007.1
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-10-1.pddl,PPsaFF-sync,-1,   1157.2,        68.0,    1376.8
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-11-0.pddl,FF, 0,    910.4,        74.3,   12476.3
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-11-0.pddl,PPsaFF-glcl,-1,   1004.5,        74.7,   13949.9
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-11-0.pddl,PPsaFF-sync,-1,   1178.5,        71.3,    1359.6
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-11-1.pddl,FF, 0,   1000.7,        95.2,   23836.5
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-11-1.pddl,PPsaFF-glcl,-1,    998.0,        92.4,   11751.1
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-11-1.pddl,PPsaFF-sync,-1,   1257.4,        80.7,    1680.1
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-12-0.pddl,FF, 0,    742.7,        57.5,    2594.9
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-12-0.pddl,PPsaFF-glcl,-1,    893.2,        57.1,    3465.2
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-12-0.pddl,PPsaFF-sync,-1,   1414.8,        68.7,    2850.2
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-12-1.pddl,FF, 0,   1664.8,       110.9,  119423.3
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-12-1.pddl,PPsaFF-glcl,-1,   2157.9,       104.9,  144185.8
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-12-1.pddl,PPsaFF-sync,-1,   1486.6,       109.3,    3379.1
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-13-0.pddl,FF, 0,  19961.8,       137.6, 2071574.5
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-13-0.pddl,PPsaFF-glcl,-1,   3196.3,       109.3,  246229.5
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-13-0.pddl,PPsaFF-sync,-1,   2084.2,       113.9,    4180.1
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-13-1.pddl,FF, 0,   2442.9,        90.8,  148202.9
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-13-1.pddl,PPsaFF-glcl,-1,   2286.9,        93.6,  105154.6
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-13-1.pddl,PPsaFF-sync,-1,   2230.9,       111.8,    6899.9
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-14-0.pddl,FF, 0,   2229.2,        83.5,  106937.3
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-14-0.pddl,PPsaFF-glcl,-1,   5144.7,        87.5,  572569.4
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-14-0.pddl,PPsaFF-sync,-1,   1971.4,        95.3,    4053.7
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-14-1.pddl,FF, 0,   9931.9,       116.2, 1134285.2
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-14-1.pddl,PPsaFF-glcl,-1,   3504.9,       105.2,  302539.6
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-14-1.pddl,PPsaFF-sync,-1,   2044.6,       106.4,    4107.0
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-15-0.pddl,FF, 0,   2759.3,       117.0,  149868.6
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-15-0.pddl,PPsaFF-glcl,-1,   9339.0,       111.8,  960741.0
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-15-0.pddl,PPsaFF-sync,-1,   2416.9,       128.8,    4780.4
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-15-1.pddl,FF, 0,   1778.0,        96.9,   41463.2
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-15-1.pddl,PPsaFF-glcl,-1,   1920.2,       100.5,   51703.2
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-15-1.pddl,PPsaFF-sync,-1,   3209.4,       123.9,   11677.1
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-4-0.pddl,FF, 0,    204.3,        27.6,     324.7
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-4-0.pddl,PPsaFF-glcl,-1,    252.8,        27.0,     653.8
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-4-0.pddl,PPsaFF-sync,-1,    283.3,        25.0,     222.5
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-5-0.pddl,FF, 0,    233.2,        37.0,     531.8
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-5-0.pddl,PPsaFF-glcl,-1,    392.0,        37.5,    1906.6
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-5-0.pddl,PPsaFF-sync,-1,    307.3,        34.4,     242.4
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-6-0.pddl,FF, 0,    230.9,        35.0,     333.1
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-6-0.pddl,PPsaFF-glcl,-1,    308.5,        34.4,     446.4
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-6-0.pddl,PPsaFF-sync,-1,    396.0,        29.6,     286.3
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-7-0.pddl,FF, 0,    384.9,        50.8,    1036.4
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-7-0.pddl,PPsaFF-glcl,-1,    636.1,        51.2,    1335.4
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-7-0.pddl,PPsaFF-sync,-1,    823.2,        43.9,     665.5
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-8-0.pddl,FF, 0,    625.0,        39.0,    2244.5
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-8-0.pddl,PPsaFF-glcl,-1,    841.8,        41.0,    6207.3
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-8-0.pddl,PPsaFF-sync,-1,    855.9,        45.2,     764.1
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-8-1.pddl,FF, 0,    760.6,        67.6,    5945.1
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-8-1.pddl,PPsaFF-glcl,-1,    833.8,        70.1,    6111.9
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-8-1.pddl,PPsaFF-sync,-1,    917.5,        60.7,     741.9
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-9-0.pddl,FF, 0,    648.9,        52.6,    2786.2
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-9-0.pddl,PPsaFF-glcl,-1,    739.2,        47.7,    2226.3
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-9-0.pddl,PPsaFF-sync,-1,    796.7,        43.9,     579.5
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-9-1.pddl,FF, 0,    627.7,        41.5,    1862.1
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-9-1.pddl,PPsaFF-glcl,-1,    706.1,        47.9,    3420.8
benchmarks/logistics00,benchmarks/logistics00/probLOGISTICS-9-1.pddl,PPsaFF-sync,-1,    946.5,        43.8,    1244.2
benchmarks/openstacks,benchmarks/openstacks/p01.pddl,FF, 0,    256.5,        18.8,     107.3
benchmarks/openstacks,benchmarks/openstacks/p01.pddl,PPsaFF-glcl,-1,    312.0,        18.4,     264.5
benchmarks/openstacks,benchmarks/openstacks/p01.pddl,PPsaFF-sync,-1,    270.8,        18.0,      79.8
benchmarks/openstacks,benchmarks/openstacks/p02.pddl,FF, 0,    202.3,        18.1,     108.7
benchmarks/openstacks,benchmarks/openstacks/p02.pddl,PPsaFF-glcl,-1,    268.9,        17.9,     297.9
benchmarks/openstacks,benchmarks/openstacks/p02.pddl,PPsaFF-sync,-1,    244.6,        17.8,      79.6
benchmarks/openstacks,benchmarks/openstacks/p03.pddl,FF, 0,    206.1,        18.5,     111.0
benchmarks/openstacks,benchmarks/openstacks/p03.pddl,PPsaFF-glcl,-1,    264.9,        18.5,     263.8
benchmarks/openstacks,benchmarks/openstacks/p03.pddl,PPsaFF-sync,-1,    266.4,        18.2,     177.1
benchmarks/openstacks,benchmarks/openstacks/p04.pddl,FF, 0,    809.1,        38.4,    9107.4
benchmarks/openstacks,benchmarks/openstacks/p04.pddl,PPsaFF-glcl,-1,    672.5,        36.5,     730.4
benchmarks/openstacks,benchmarks/openstacks/p04.pddl,PPsaFF-sync,-1,    700.5,        37.0,     183.8
benchmarks/openstacks,benchmarks/openstacks/p05.pddl,FF, 0,    873.7,        38.8,   11483.9
benchmarks/openstacks,benchmarks/openstacks/p05.pddl,PPsaFF-glcl,-1,    670.4,        36.3,     774.1
benchmarks/openstacks,benchmarks/openstacks/p05.pddl,PPsaFF-sync,-1,    696.9,        37.0,     183.0
benchmarks/openstacks,benchmarks/openstacks/p06.pddl,FF, 0,    825.2,        39.3,    9240.2
benchmarks/openstacks,benchmarks/openstacks/p06.pddl,PPsaFF-glcl,-1,    673.5,        37.0,     756.2
benchmarks/openstacks,benchmarks/openstacks/p06.pddl,PPsaFF-sync,-1,    688.6,        37.0,     183.2
benchmarks/openstacks,benchmarks/openstacks/p07.pddl,FF, 0, 906607.0,        60.0,17194911.0
benchmarks/openstacks,benchmarks/openstacks/p07.pddl,PPsaFF-glcl,-1, 185335.6,        56.8, 2435000.1
benchmarks/openstacks,benchmarks/openstacks/p07.pddl,PPsaFF-sync,-1, 177878.2,        57.5, 1599430.1
benchmarks/openstacks,benchmarks/openstacks/p08.pddl,FF, 0,1051826.0,        60.0,19646420.0
benchmarks/openstacks,benchmarks/openstacks/p08.pddl,PPsaFF-glcl,-1,  31056.8,        54.7,  426674.6
benchmarks/openstacks,benchmarks/openstacks/p08.pddl,PPsaFF-sync,-1,  41926.0,        56.5,  424830.4
benchmarks/openstacks,benchmarks/openstacks/p09.pddl,FF, 0, 988995.2,        60.0,18807051.0
benchmarks/openstacks,benchmarks/openstacks/p09.pddl,PPsaFF-glcl,-1,  32937.8,        54.9,  463181.6
benchmarks/openstacks,benchmarks/openstacks/p09.pddl,PPsaFF-sync,-1, 124867.3,        57.1, 1200256.5
benchmarks/openstacks,benchmarks/openstacks/p10.pddl,PPsaFF-glcl,-1,   5874.8,        74.8,   47619.0
benchmarks/openstacks,benchmarks/openstacks/p10.pddl,PPsaFF-sync,-1,  42797.4,        74.6,  275816.2
benchmarks/openstacks,benchmarks/openstacks/p11.pddl,PPsaFF-glcl,-1,   1435.3,        77.7,    2705.0
benchmarks/openstacks,benchmarks/openstacks/p11.pddl,PPsaFF-sync,-1,   8824.8,        73.6,   52119.0
benchmarks/openstacks,benchmarks/openstacks/p12.pddl,PPsaFF-glcl,-1, 352404.0,        78.0, 3147513.3
benchmarks/openstacks,benchmarks/openstacks/p12.pddl,PPsaFF-sync,-1,  57191.4,        76.7,  370838.3
benchmarks/openstacks,benchmarks/openstacks/p13.pddl,FF, 0,   2258.0,       111.5,    2610.4
benchmarks/openstacks,benchmarks/openstacks/p13.pddl,PPsaFF-glcl,-1,   3152.5,       109.9,    4340.9
benchmarks/openstacks,benchmarks/openstacks/p13.pddl,PPsaFF-sync,-1,   2935.0,       113.0,    2006.0
benchmarks/openstacks,benchmarks/openstacks/p14.pddl,FF, 0,   2193.2,       112.8,    2327.0
benchmarks/openstacks,benchmarks/openstacks/p14.pddl,PPsaFF-glcl,-1,   3411.5,       108.2,    5375.6
benchmarks/openstacks,benchmarks/openstacks/p14.pddl,PPsaFF-sync,-1,   3244.0,       110.5,    2372.5
benchmarks/openstacks,benchmarks/openstacks/p15.pddl,FF, 0,   2216.2,       106.8,    2453.2
benchmarks/openstacks,benchmarks/openstacks/p15.pddl,PPsaFF-glcl,-1,   7254.0,       108.3,   24554.0
benchmarks/openstacks,benchmarks/openstacks/p16.pddl,FF, 0,  10648.5,       144.0,   20288.0
benchmarks/openstacks,benchmarks/openstacks/p16.pddl,PPsaFF-glcl,-1,   8520.8,       150.4,    9941.6
benchmarks/openstacks,benchmarks/openstacks/p16.pddl,PPsaFF-sync,-1,  16773.2,       149.8,   21164.4
benchmarks/openstacks,benchmarks/openstacks/p17.pddl,FF, 0,   5642.9,       145.6,    7601.0
benchmarks/openstacks,benchmarks/openstacks/p17.pddl,PPsaFF-glcl,-1,   6637.8,       148.8,    6966.0
benchmarks/openstacks,benchmarks/openstacks/p17.pddl,PPsaFF-sync,-1,  27007.0,       150.0,   37826.3
benchmarks/openstacks,benchmarks/openstacks/p18.pddl,FF, 0,  12705.8,       147.9,   24879.2
benchmarks/openstacks,benchmarks/openstacks/p18.pddl,PPsaFF-glcl,-1,  19139.6,       152.1,   33970.9
benchmarks/openstacks,benchmarks/openstacks/p18.pddl,PPsaFF-sync,-1,  92565.9,       147.3,  190686.1
benchmarks/openstacks,benchmarks/openstacks/p19.pddl,FF, 0,  10467.2,       193.8,   11087.0
benchmarks/openstacks,benchmarks/openstacks/p19.pddl,PPsaFF-glcl,-1,  24728.5,       187.5,   25573.5
benchmarks/openstacks,benchmarks/openstacks/p19.pddl,PPsaFF-sync,-1, 112501.3,       188.3,   64422.3
benchmarks/openstacks,benchmarks/openstacks/p20.pddl,FF, 0,  18582.0,       186.0,   25546.0
benchmarks/openstacks,benchmarks/openstacks/p20.pddl,PPsaFF-glcl,-1,  21236.0,       183.3,   18825.0
benchmarks/openstacks,benchmarks/openstacks/p20.pddl,PPsaFF-sync,-1, 426967.5,       186.0,  373616.2
benchmarks/openstacks,benchmarks/openstacks/p21.pddl,FF, 0,  14357.0,       190.0,   17274.8
benchmarks/openstacks,benchmarks/openstacks/p21.pddl,PPsaFF-glcl,-1,  23888.4,       188.5,   23026.5
benchmarks/openstacks,benchmarks/openstacks/p21.pddl,PPsaFF-sync,-1,  28560.0,       188.7,   20337.3
benchmarks/openstacks,benchmarks/openstacks/p22.pddl,FF, 0,  78562.2,       219.0,   72626.5
benchmarks/openstacks,benchmarks/openstacks/p22.pddl,PPsaFF-glcl,-1,  30116.3,       225.5,   14606.7
benchmarks/openstacks,benchmarks/openstacks/p22.pddl,PPsaFF-sync,-1,  23802.0,       220.0,    6179.0
benchmarks/openstacks,benchmarks/openstacks/p23.pddl,FF, 0,  67568.0,       207.0,   64227.0
benchmarks/openstacks,benchmarks/openstacks/p23.pddl,PPsaFF-glcl,-1,  41779.1,       227.9,   22691.9
benchmarks/openstacks,benchmarks/openstacks/p23.pddl,PPsaFF-sync,-1, 202435.0,       237.0,   83872.0
benchmarks/openstacks,benchmarks/openstacks/p24.pddl,FF, 0,  64304.7,       225.0,   48792.7
benchmarks/openstacks,benchmarks/openstacks/p24.pddl,PPsaFF-glcl,-1,  35686.0,       224.0,   13973.0
benchmarks/openstacks,benchmarks/openstacks/p24.pddl,PPsaFF-sync,-1,  22727.3,       222.3,    4930.0
benchmarks/openstacks,benchmarks/openstacks/p25.pddl,FF, 0, 497645.3, 715828087.0,  300110.7
benchmarks/openstacks,benchmarks/openstacks/p25.pddl,PPsaFF-glcl,-1, 559165.7,       282.3,  185724.7
benchmarks/openstacks,benchmarks/openstacks/p25.pddl,PPsaFF-sync,-1, 102997.5,       302.5,   17620.5
benchmarks/openstacks,benchmarks/openstacks/p26.pddl,FF, 0, 286000.7, 715828090.7,  238881.7
benchmarks/openstacks,benchmarks/openstacks/p26.pddl,PPsaFF-glcl,-1, 249102.6,       291.4,   74554.6
benchmarks/openstacks,benchmarks/openstacks/p27.pddl,FF, 0, 607040.5,       298.0,  230363.5
benchmarks/openstacks,benchmarks/openstacks/p27.pddl,PPsaFF-glcl,-1, 230943.0,       285.3,   66419.3
benchmarks/openstacks,benchmarks/openstacks/p27.pddl,PPsaFF-sync,-1, 137319.0,       305.0,   22287.0
benchmarks/openstacks,benchmarks/openstacks/p28.pddl,PPsaFF-glcl,-1, 743815.5,       371.0,  120443.0
benchmarks/openstacks,benchmarks/openstacks/p29.pddl,FF, 0,1070836.0,       393.0,  183003.0
benchmarks/openstacks,benchmarks/openstacks/p29.pddl,PPsaFF-sync,-1, 746047.0,       383.0,   68088.5
benchmarks/openstacks,benchmarks/openstacks/p30.pddl,PPsaFF-glcl,-1, 746887.0,       367.0,  113215.7
benchmarks/openstacks,benchmarks/openstacks/p30.pddl,PPsaFF-sync,-1, 719345.0,       373.0,   68802.0
benchmarks/rovers,benchmarks/rovers/p01.pddl,FF, 0,    168.2,        12.0,      30.0
benchmarks/rovers,benchmarks/rovers/p01.pddl,PPsaFF-glcl,-1,    183.8,        12.0,      30.0
benchmarks/rovers,benchmarks/rovers/p01.pddl,PPsaFF-sync,-1,    210.5,        12.0,      30.0
benchmarks/rovers,benchmarks/rovers/p02.pddl,FF, 0,    146.6,        11.0,      26.0
benchmarks/rovers,benchmarks/rovers/p02.pddl,PPsaFF-glcl,-1,    156.9,        11.0,      26.0
benchmarks/rovers,benchmarks/rovers/p02.pddl,PPsaFF-sync,-1,    152.7,        11.0,      26.0
benchmarks/rovers,benchmarks/rovers/p03.pddl,FF, 0,    184.4,        17.1,     120.5
benchmarks/rovers,benchmarks/rovers/p03.pddl,PPsaFF-glcl,-1,    209.8,        14.8,     148.3
benchmarks/rovers,benchmarks/rovers/p03.pddl,PPsaFF-sync,-1,    200.9,        15.2,      54.0
benchmarks/rovers,benchmarks/rovers/p04.pddl,FF, 0,    171.9,         9.6,      46.1
benchmarks/rovers,benchmarks/rovers/p04.pddl,PPsaFF-glcl,-1,    196.1,        10.7,      48.2
benchmarks/rovers,benchmarks/rovers/p04.pddl,PPsaFF-sync,-1,    186.8,        11.0,      37.5
benchmarks/rovers,benchmarks/rovers/p05.pddl,FF, 0,    265.8,        24.8,     107.1
benchmarks/rovers,benchmarks/rovers/p05.pddl,PPsaFF-glcl,-1,    457.3,        23.6,     351.9
benchmarks/rovers,benchmarks/rovers/p05.pddl,PPsaFF-sync,-1,    370.0,        24.0,     127.5
benchmarks/rovers,benchmarks/rovers/p06.pddl,FF, 0,    523.6,        42.9,    1644.6
benchmarks/rovers,benchmarks/rovers/p06.pddl,PPsaFF-glcl,-1,    663.2,        41.9,     546.7
benchmarks/rovers,benchmarks/rovers/p06.pddl,PPsaFF-sync,-1,    604.3,        41.4,     215.9
benchmarks/rovers,benchmarks/rovers/p07.pddl,FF, 0,    329.7,        27.1,     368.6
benchmarks/rovers,benchmarks/rovers/p07.pddl,PPsaFF-glcl,-1,    591.4,        25.2,    1007.5
benchmarks/rovers,benchmarks/rovers/p07.pddl,PPsaFF-sync,-1,    562.6,        24.8,     312.3
benchmarks/rovers,benchmarks/rovers/p08.pddl,FF, 0,    550.5,        39.4,     497.9
benchmarks/rovers,benchmarks/rovers/p08.pddl,PPsaFF-glcl,-1,    777.4,        36.4,     993.1
benchmarks/rovers,benchmarks/rovers/p08.pddl,PPsaFF-sync,-1,    766.5,        41.6,     758.5
benchmarks/rovers,benchmarks/rovers/p09.pddl,FF, 0,    697.9,        43.5,     836.1
benchmarks/rovers,benchmarks/rovers/p09.pddl,PPsaFF-glcl,-1,    879.5,        39.3,    2237.2
benchmarks/rovers,benchmarks/rovers/p09.pddl,PPsaFF-sync,-1,    810.3,        42.0,     874.9
benchmarks/rovers,benchmarks/rovers/p10.pddl,FF, 0,    729.6,        46.9,     698.9
benchmarks/rovers,benchmarks/rovers/p10.pddl,PPsaFF-glcl,-1,    773.1,        47.6,    1282.3
benchmarks/rovers,benchmarks/rovers/p10.pddl,PPsaFF-sync,-1,    933.7,        46.3,     876.9
benchmarks/rovers,benchmarks/rovers/p11.pddl,FF, 0,    706.0,        44.7,     659.9
benchmarks/rovers,benchmarks/rovers/p11.pddl,PPsaFF-glcl,-1,    792.2,        40.6,    2194.0
benchmarks/rovers,benchmarks/rovers/p11.pddl,PPsaFF-sync,-1,    895.7,        43.0,     564.1
